emoji,unicode,count,seq,emoji_from_meta,name,version,category,subgroup,status
🍎,U+1F34E,190579,U+1F34E,🍎,red apple,0.6,Food & Drink,food-fruit,fully-qualified
🌳,U+1F333,189616,U+1F333,🌳,deciduous tree,1.0,Animals & Nature,plant-other,fully-qualified
🕊️,U+1F54A U+FE0F,189411,U+1F54A U+FE0F,🕊️,dove,0.7,Animals & Nature,animal-bird,fully-qualified
💃,U+1F483,188840,U+1F483,💃,woman dancing,0.6,People & Body,person-activity,fully-qualified
📋,U+1F4CB,188677,U+1F4CB,📋,clipboard,0.6,Objects,office,fully-qualified
🥷,U+1F977,186754,U+1F977,🥷,ninja,13.0,People & Body,person-role,fully-qualified
👅,U+1F445,186631,U+1F445,👅,tongue,0.6,People & Body,body-parts,fully-qualified
😝,U+1F61D,186400,U+1F61D,😝,squinting face with tongue,0.6,Smileys & Emotion,face-tongue,fully-qualified
🏡,U+1F3E1,185726,U+1F3E1,🏡,house with garden,0.6,Travel & Places,place-building,fully-qualified
🍷,U+1F377,184714,U+1F377,🍷,wine glass,0.6,Food & Drink,drink,fully-qualified
🖼️,U+1F5BC U+FE0F,184045,U+1F5BC U+FE0F,🖼️,framed picture,0.7,Activities,arts & crafts,fully-qualified
🚚,U+1F69A,183946,U+1F69A,🚚,delivery truck,0.6,Travel & Places,transport-ground,fully-qualified
💞,U+1F49E,183276,U+1F49E,💞,revolving hearts,0.6,Smileys & Emotion,heart,fully-qualified
⬆️,U+2B06 U+FE0F,183234,U+2B06 U+FE0F,⬆️,up arrow,0.6,Symbols,arrow,fully-qualified
🍑,U+1F351,183194,U+1F351,🍑,peach,0.6,Food & Drink,food-fruit,fully-qualified
😛,U+1F61B,183003,U+1F61B,😛,face with tongue,1.0,Smileys & Emotion,face-tongue,fully-qualified
🚫,U+1F6AB,182005,U+1F6AB,🚫,prohibited,0.6,Symbols,warning,fully-qualified
🇯🇵,U+1F1EF U+1F1F5,180857,U+1F1EF U+1F1F5,🇯🇵,flag: Japan,0.6,Flags,country-flag,fully-qualified
📊,U+1F4CA,180634,U+1F4CA,📊,bar chart,0.6,Objects,office,fully-qualified
🪽,U+1FABD,180396,U+1FABD,🪽,wing,15.0,Animals & Nature,animal-bird,fully-qualified
😩,U+1F629,179941,U+1F629,😩,weary face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🐈,U+1F408,179629,U+1F408,🐈,cat,0.7,Animals & Nature,animal-mammal,fully-qualified
🔱,U+1F531,179458,U+1F531,🔱,trident emblem,0.6,Symbols,other-symbol,fully-qualified
☁️,U+2601 U+FE0F,178450,U+2601 U+FE0F,☁️,cloud,0.6,Travel & Places,sky & weather,fully-qualified
🇲🇽,U+1F1F2 U+1F1FD,177958,U+1F1F2 U+1F1FD,🇲🇽,flag: Mexico,2.0,Flags,country-flag,fully-qualified
🍔,U+1F354,176676,U+1F354,🍔,hamburger,0.6,Food & Drink,food-prepared,fully-qualified
2️⃣,U+0032 U+FE0F U+20E3,176657,U+0032 U+FE0F U+20E3,2️⃣,keycap: 2,0.6,Symbols,keycap,fully-qualified
💵,U+1F4B5,176617,U+1F4B5,💵,dollar banknote,0.6,Objects,money,fully-qualified
🤠,U+1F920,176436,U+1F920,🤠,cowboy hat face,3.0,Smileys & Emotion,face-hat,fully-qualified
🍁,U+1F341,176175,U+1F341,🍁,maple leaf,0.6,Animals & Nature,plant-other,fully-qualified
💐,U+1F490,175589,U+1F490,💐,bouquet,0.6,Animals & Nature,plant-flower,fully-qualified
☎️,U+260E U+FE0F,174659,U+260E U+FE0F,☎️,telephone,0.6,Objects,phone,fully-qualified
📰,U+1F4F0,173751,U+1F4F0,📰,newspaper,0.6,Objects,book-paper,fully-qualified
🎆,U+1F386,173747,U+1F386,🎆,fireworks,0.6,Activities,event,fully-qualified
🪷,U+1FAB7,173681,U+1FAB7,🪷,lotus,14.0,Animals & Nature,plant-flower,fully-qualified
😠,U+1F620,173645,U+1F620,😠,angry face,0.6,Smileys & Emotion,face-negative,fully-qualified
🏀,U+1F3C0,173571,U+1F3C0,🏀,basketball,0.6,Activities,sport,fully-qualified
🐱,U+1F431,173568,U+1F431,🐱,cat face,0.6,Animals & Nature,animal-mammal,fully-qualified
💤,U+1F4A4,173368,U+1F4A4,💤,ZZZ,0.6,Smileys & Emotion,emotion,fully-qualified
🫵🏻,U+1FAF5 U+1F3FB,173107,U+1FAF5 U+1F3FB,🫵🏻,index pointing at the viewer: light skin tone,14.0,People & Body,hand-single-finger,fully-qualified
🎭,U+1F3AD,172891,U+1F3AD,🎭,performing arts,0.6,Activities,arts & crafts,fully-qualified
🎙️,U+1F399 U+FE0F,172698,U+1F399 U+FE0F,🎙️,studio microphone,0.7,Objects,music,fully-qualified
💧,U+1F4A7,172067,U+1F4A7,💧,droplet,0.6,Travel & Places,sky & weather,fully-qualified
🍽️,U+1F37D U+FE0F,171530,U+1F37D U+FE0F,🍽️,fork and knife with plate,0.7,Food & Drink,dishware,fully-qualified
🎈,U+1F388,171336,U+1F388,🎈,balloon,0.6,Activities,event,fully-qualified
🗺️,U+1F5FA U+FE0F,171160,U+1F5FA U+FE0F,🗺️,world map,0.7,Travel & Places,place-map,fully-qualified
👽,U+1F47D,169438,U+1F47D,👽,alien,0.6,Smileys & Emotion,face-costume,fully-qualified
🛠️,U+1F6E0 U+FE0F,169207,U+1F6E0 U+FE0F,🛠️,hammer and wrench,0.7,Objects,tool,fully-qualified
🌍,U+1F30D,168648,U+1F30D,🌍,globe showing Europe-Africa,0.7,Travel & Places,place-map,fully-qualified
😵‍💫,U+1F635 U+200D U+1F4AB,168459,U+1F635 U+200D U+1F4AB,😵‍💫,face with spiral eyes,13.1,Smileys & Emotion,face-unwell,fully-qualified
🍃,U+1F343,167101,U+1F343,🍃,leaf fluttering in wind,0.6,Animals & Nature,plant-other,fully-qualified
🛡️,U+1F6E1 U+FE0F,166213,U+1F6E1 U+FE0F,🛡️,shield,0.7,Objects,tool,fully-qualified
🍻,U+1F37B,165798,U+1F37B,🍻,clinking beer mugs,0.6,Food & Drink,drink,fully-qualified
🎬,U+1F3AC,165245,U+1F3AC,🎬,clapper board,0.6,Objects,light & video,fully-qualified
🎸,U+1F3B8,164679,U+1F3B8,🎸,guitar,0.6,Objects,musical-instrument,fully-qualified
🐟,U+1F41F,164619,U+1F41F,🐟,fish,0.6,Animals & Nature,animal-marine,fully-qualified
🐐,U+1F410,164459,U+1F410,🐐,goat,1.0,Animals & Nature,animal-mammal,fully-qualified
😨,U+1F628,164296,U+1F628,😨,fearful face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🌔,U+1F314,163834,U+1F314,🌔,waxing gibbous moon,0.6,Travel & Places,sky & weather,fully-qualified
🔑,U+1F511,163133,U+1F511,🔑,key,0.6,Objects,lock,fully-qualified
🌷,U+1F337,162545,U+1F337,🌷,tulip,0.6,Animals & Nature,plant-flower,fully-qualified
😞,U+1F61E,162410,U+1F61E,😞,disappointed face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🍆,U+1F346,161772,U+1F346,🍆,eggplant,0.6,Food & Drink,food-vegetable,fully-qualified
😒,U+1F612,161560,U+1F612,😒,unamused face,0.6,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🐈‍⬛,U+1F408 U+200D U+2B1B,161512,U+1F408 U+200D U+2B1B,🐈‍⬛,black cat,13.0,Animals & Nature,animal-mammal,fully-qualified
🌼,U+1F33C,160899,U+1F33C,🌼,blossom,0.6,Animals & Nature,plant-flower,fully-qualified
🍓,U+1F353,160342,U+1F353,🍓,strawberry,0.6,Food & Drink,food-fruit,fully-qualified
🏃,U+1F3C3,159783,U+1F3C3,🏃,person running,0.6,People & Body,person-activity,fully-qualified
⏳,U+23F3,159503,U+23F3,⏳,hourglass not done,0.6,Travel & Places,time,fully-qualified
👁️,U+1F441 U+FE0F,159468,U+1F441 U+FE0F,👁️,eye,0.7,People & Body,body-parts,fully-qualified
🍿,U+1F37F,157614,U+1F37F,🍿,popcorn,1.0,Food & Drink,food-prepared,fully-qualified
🤦,U+1F926,156456,U+1F926,🤦,person facepalming,3.0,People & Body,person-gesture,fully-qualified
😮,U+1F62E,156404,U+1F62E,😮,face with open mouth,1.0,Smileys & Emotion,face-concerned,fully-qualified
🦇,U+1F987,156043,U+1F987,🦇,bat,3.0,Animals & Nature,animal-mammal,fully-qualified
🐦,U+1F426,155460,U+1F426,🐦,bird,0.6,Animals & Nature,animal-bird,fully-qualified
🤎,U+1F90E,155116,U+1F90E,🤎,brown heart,12.0,Smileys & Emotion,heart,fully-qualified
🏎️,U+1F3CE U+FE0F,154724,U+1F3CE U+FE0F,🏎️,racing car,0.7,Travel & Places,transport-ground,fully-qualified
🫶🏽,U+1FAF6 U+1F3FD,154662,U+1FAF6 U+1F3FD,🫶🏽,heart hands: medium skin tone,14.0,People & Body,hands,fully-qualified
🐝,U+1F41D,154431,U+1F41D,🐝,honeybee,0.6,Animals & Nature,animal-bug,fully-qualified
🧐,U+1F9D0,153711,U+1F9D0,🧐,face with monocle,5.0,Smileys & Emotion,face-glasses,fully-qualified
🤮,U+1F92E,153601,U+1F92E,🤮,face vomiting,5.0,Smileys & Emotion,face-unwell,fully-qualified
🐰,U+1F430,153576,U+1F430,🐰,rabbit face,0.6,Animals & Nature,animal-mammal,fully-qualified
💲,U+1F4B2,153018,U+1F4B2,💲,heavy dollar sign,0.6,Symbols,currency,fully-qualified
💼,U+1F4BC,152828,U+1F4BC,💼,briefcase,0.6,Objects,office,fully-qualified
🌘,U+1F318,152669,U+1F318,🌘,waning crescent moon,1.0,Travel & Places,sky & weather,fully-qualified
🏳️‍⚧️,U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,152251,U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,🏳️‍⚧️,transgender flag,13.0,Flags,flag,fully-qualified
🟠,U+1F7E0,151932,U+1F7E0,🟠,orange circle,12.0,Symbols,geometric,fully-qualified
✉️,U+2709 U+FE0F,151618,U+2709 U+FE0F,✉️,envelope,0.6,Objects,mail,fully-qualified
🔮,U+1F52E,151357,U+1F52E,🔮,crystal ball,0.6,Activities,game,fully-qualified
⚖️,U+2696 U+FE0F,150997,U+2696 U+FE0F,⚖️,balance scale,1.0,Objects,tool,fully-qualified
🔪,U+1F52A,150060,U+1F52A,🔪,kitchen knife,0.6,Food & Drink,dishware,fully-qualified
⛰️,U+26F0 U+FE0F,149852,U+26F0 U+FE0F,⛰️,mountain,0.7,Travel & Places,place-geographic,fully-qualified
🥱,U+1F971,149573,U+1F971,🥱,yawning face,12.0,Smileys & Emotion,face-concerned,fully-qualified
⌛,U+231B,149435,U+231B,⌛,hourglass done,0.6,Travel & Places,time,fully-qualified
🔞,U+1F51E,148544,U+1F51E,🔞,no one under eighteen,0.6,Symbols,warning,fully-qualified
🎊,U+1F38A,148395,U+1F38A,🎊,confetti ball,0.6,Activities,event,fully-qualified
💨,U+1F4A8,148072,U+1F4A8,💨,dashing away,0.6,Smileys & Emotion,emotion,fully-qualified
🚧,U+1F6A7,147356,U+1F6A7,🚧,construction,0.6,Travel & Places,transport-ground,fully-qualified
🌲,U+1F332,145268,U+1F332,🌲,evergreen tree,1.0,Animals & Nature,plant-other,fully-qualified
3️⃣,U+0033 U+FE0F U+20E3,143791,U+0033 U+FE0F U+20E3,3️⃣,keycap: 3,0.6,Symbols,keycap,fully-qualified
💝,U+1F49D,143594,U+1F49D,💝,heart with ribbon,0.6,Smileys & Emotion,heart,fully-qualified
🍫,U+1F36B,143399,U+1F36B,🍫,chocolate bar,0.6,Food & Drink,food-sweet,fully-qualified
🍪,U+1F36A,143101,U+1F36A,🍪,cookie,0.6,Food & Drink,food-sweet,fully-qualified
🌺,U+1F33A,142204,U+1F33A,🌺,hibiscus,0.6,Animals & Nature,plant-flower,fully-qualified
🐺,U+1F43A,141055,U+1F43A,🐺,wolf,0.6,Animals & Nature,animal-mammal,fully-qualified
💣,U+1F4A3,140781,U+1F4A3,💣,bomb,0.6,Objects,tool,fully-qualified
🌶️,U+1F336 U+FE0F,139679,U+1F336 U+FE0F,🌶️,hot pepper,0.7,Food & Drink,food-vegetable,fully-qualified
🕯️,U+1F56F U+FE0F,139380,U+1F56F U+FE0F,🕯️,candle,0.7,Objects,light & video,fully-qualified
🙂‍↔️,U+1F642 U+200D U+2194 U+FE0F,138209,U+1F642 U+200D U+2194 U+FE0F,🙂‍↔️,head shaking horizontally,15.1,Smileys & Emotion,face-neutral-skeptical,fully-qualified
😤,U+1F624,137289,U+1F624,😤,face with steam from nose,0.6,Smileys & Emotion,face-negative,fully-qualified
🎲,U+1F3B2,136257,U+1F3B2,🎲,game die,0.6,Activities,game,fully-qualified
👎,U+1F44E,136183,U+1F44E,👎,thumbs down,0.6,People & Body,hand-fingers-closed,fully-qualified
🐉,U+1F409,136131,U+1F409,🐉,dragon,1.0,Animals & Nature,animal-reptile,fully-qualified
🐕,U+1F415,135876,U+1F415,🐕,dog,0.7,Animals & Nature,animal-mammal,fully-qualified
👈,U+1F448,135095,U+1F448,👈,backhand index pointing left,0.6,People & Body,hand-single-finger,fully-qualified
🇵🇭,U+1F1F5 U+1F1ED,134809,U+1F1F5 U+1F1ED,🇵🇭,flag: Philippines,2.0,Flags,country-flag,fully-qualified
👶,U+1F476,134428,U+1F476,👶,baby,0.6,People & Body,person,fully-qualified
😐,U+1F610,134315,U+1F610,😐,neutral face,0.7,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🤷,U+1F937,134111,U+1F937,🤷,person shrugging,3.0,People & Body,person-gesture,fully-qualified
🍺,U+1F37A,133462,U+1F37A,🍺,beer mug,0.6,Food & Drink,drink,fully-qualified
🇨🇳,U+1F1E8 U+1F1F3,133462,U+1F1E8 U+1F1F3,🇨🇳,flag: China,0.6,Flags,country-flag,fully-qualified
🛑,U+1F6D1,131991,U+1F6D1,🛑,stop sign,3.0,Travel & Places,transport-ground,fully-qualified
🏈,U+1F3C8,131764,U+1F3C8,🏈,american football,0.6,Activities,sport,fully-qualified
🦃,U+1F983,131489,U+1F983,🦃,turkey,1.0,Animals & Nature,animal-bird,fully-qualified
🇵🇹,U+1F1F5 U+1F1F9,131169,U+1F1F5 U+1F1F9,🇵🇹,flag: Portugal,2.0,Flags,country-flag,fully-qualified
🩶,U+1FA76,130719,U+1FA76,🩶,grey heart,15.0,Smileys & Emotion,heart,fully-qualified
🍹,U+1F379,130568,U+1F379,🍹,tropical drink,0.6,Food & Drink,drink,fully-qualified
🇦🇺,U+1F1E6 U+1F1FA,130463,U+1F1E6 U+1F1FA,🇦🇺,flag: Australia,2.0,Flags,country-flag,fully-qualified
🙏🏻,U+1F64F U+1F3FB,130443,U+1F64F U+1F3FB,🙏🏻,folded hands: light skin tone,1.0,People & Body,hands,fully-qualified
🟥,U+1F7E5,130000,U+1F7E5,🟥,red square,12.0,Symbols,geometric,fully-qualified
🪫,U+1FAAB,129309,U+1FAAB,🪫,low battery,14.0,Objects,computer,fully-qualified
♥️,U+2665 U+FE0F,129030,U+2665 U+FE0F,♥️,heart suit,0.6,Activities,game,fully-qualified
👾,U+1F47E,128807,U+1F47E,👾,alien monster,0.6,Smileys & Emotion,face-costume,fully-qualified
🪙,U+1FA99,128158,U+1FA99,🪙,coin,13.0,Objects,money,fully-qualified
💳,U+1F4B3,128016,U+1F4B3,💳,credit card,0.6,Objects,money,fully-qualified
💘,U+1F498,127839,U+1F498,💘,heart with arrow,0.6,Smileys & Emotion,heart,fully-qualified
🤬,U+1F92C,127183,U+1F92C,🤬,face with symbols on mouth,5.0,Smileys & Emotion,face-negative,fully-qualified
🦁,U+1F981,126853,U+1F981,🦁,lion,1.0,Animals & Nature,animal-mammal,fully-qualified
🧊,U+1F9CA,126486,U+1F9CA,🧊,ice,12.0,Food & Drink,drink,fully-qualified
🍒,U+1F352,123784,U+1F352,🍒,cherries,0.6,Food & Drink,food-fruit,fully-qualified
🌖,U+1F316,123145,U+1F316,🌖,waning gibbous moon,1.0,Travel & Places,sky & weather,fully-qualified
🏫,U+1F3EB,123123,U+1F3EB,🏫,school,0.6,Travel & Places,place-building,fully-qualified
👹,U+1F479,122977,U+1F479,👹,ogre,0.6,Smileys & Emotion,face-costume,fully-qualified
🐻,U+1F43B,121359,U+1F43B,🐻,bear,0.6,Animals & Nature,animal-mammal,fully-qualified
🇵🇱,U+1F1F5 U+1F1F1,120977,U+1F1F5 U+1F1F1,🇵🇱,flag: Poland,2.0,Flags,country-flag,fully-qualified
⚫,U+26AB,119602,U+26AB,⚫,black circle,0.6,Symbols,geometric,fully-qualified
🕺,U+1F57A,119461,U+1F57A,🕺,man dancing,3.0,People & Body,person-activity,fully-qualified
🐍,U+1F40D,119396,U+1F40D,🐍,snake,0.6,Animals & Nature,animal-reptile,fully-qualified
🇳🇱,U+1F1F3 U+1F1F1,119314,U+1F1F3 U+1F1F1,🇳🇱,flag: Netherlands,2.0,Flags,country-flag,fully-qualified
🥚,U+1F95A,118979,U+1F95A,🥚,egg,3.0,Food & Drink,food-prepared,fully-qualified
🔹,U+1F539,118787,U+1F539,🔹,small blue diamond,0.6,Symbols,geometric,fully-qualified
🇦🇷,U+1F1E6 U+1F1F7,118546,U+1F1E6 U+1F1F7,🇦🇷,flag: Argentina,2.0,Flags,country-flag,fully-qualified
🏢,U+1F3E2,118098,U+1F3E2,🏢,office building,0.6,Travel & Places,place-building,fully-qualified
🔨,U+1F528,117486,U+1F528,🔨,hammer,0.6,Objects,tool,fully-qualified
🔋,U+1F50B,116210,U+1F50B,🔋,battery,0.6,Objects,computer,fully-qualified
☹️,U+2639 U+FE0F,115966,U+2639 U+FE0F,☹️,frowning face,0.7,Smileys & Emotion,face-concerned,fully-qualified
🇰🇷,U+1F1F0 U+1F1F7,114874,U+1F1F0 U+1F1F7,🇰🇷,flag: South Korea,0.6,Flags,country-flag,fully-qualified
✂️,U+2702 U+FE0F,114504,U+2702 U+FE0F,✂️,scissors,0.6,Objects,office,fully-qualified
☃️,U+2603 U+FE0F,114007,U+2603 U+FE0F,☃️,snowman,0.7,Travel & Places,sky & weather,fully-qualified
🍾,U+1F37E,113944,U+1F37E,🍾,bottle with popping cork,1.0,Food & Drink,drink,fully-qualified
🧪,U+1F9EA,113854,U+1F9EA,🧪,test tube,11.0,Objects,science,fully-qualified
📹,U+1F4F9,113845,U+1F4F9,📹,video camera,0.6,Objects,light & video,fully-qualified
🎰,U+1F3B0,113694,U+1F3B0,🎰,slot machine,0.6,Activities,game,fully-qualified
🪔,U+1FA94,113224,U+1FA94,🪔,diya lamp,12.0,Objects,light & video,fully-qualified
🍌,U+1F34C,112974,U+1F34C,🍌,banana,0.6,Food & Drink,food-fruit,fully-qualified
📄,U+1F4C4,112885,U+1F4C4,📄,page facing up,0.6,Objects,book-paper,fully-qualified
🏁,U+1F3C1,112706,U+1F3C1,🏁,chequered flag,0.6,Flags,flag,fully-qualified
😥,U+1F625,111399,U+1F625,😥,sad but relieved face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🇹🇷,U+1F1F9 U+1F1F7,111131,U+1F1F9 U+1F1F7,🇹🇷,flag: Türkiye,2.0,Flags,country-flag,fully-qualified
🪖,U+1FA96,110999,U+1FA96,🪖,military helmet,13.0,Objects,clothing,fully-qualified
🇷🇺,U+1F1F7 U+1F1FA,110557,U+1F1F7 U+1F1FA,🇷🇺,flag: Russia,0.6,Flags,country-flag,fully-qualified
🛏️,U+1F6CF U+FE0F,109853,U+1F6CF U+FE0F,🛏️,bed,0.7,Objects,household,fully-qualified
♻️,U+267B U+FE0F,109572,U+267B U+FE0F,♻️,recycling symbol,0.6,Symbols,other-symbol,fully-qualified
🇮🇱,U+1F1EE U+1F1F1,109478,U+1F1EE U+1F1F1,🇮🇱,flag: Israel,2.0,Flags,country-flag,fully-qualified
⏱️,U+23F1 U+FE0F,108766,U+23F1 U+FE0F,⏱️,stopwatch,1.0,Travel & Places,time,fully-qualified
🍬,U+1F36C,108689,U+1F36C,🍬,candy,0.6,Food & Drink,food-sweet,fully-qualified
🟣,U+1F7E3,108355,U+1F7E3,🟣,purple circle,12.0,Symbols,geometric,fully-qualified
🥊,U+1F94A,108300,U+1F94A,🥊,boxing glove,3.0,Activities,sport,fully-qualified
🐒,U+1F412,108122,U+1F412,🐒,monkey,0.6,Animals & Nature,animal-mammal,fully-qualified
🩺,U+1FA7A,107966,U+1FA7A,🩺,stethoscope,12.0,Objects,medical,fully-qualified
🦖,U+1F996,107721,U+1F996,🦖,T-Rex,5.0,Animals & Nature,animal-reptile,fully-qualified
💊,U+1F48A,107578,U+1F48A,💊,pill,0.6,Objects,medical,fully-qualified
✝️,U+271D U+FE0F,107500,U+271D U+FE0F,✝️,latin cross,0.7,Symbols,religion,fully-qualified
➕,U+2795,106644,U+2795,➕,plus,0.6,Symbols,math,fully-qualified
💓,U+1F493,106519,U+1F493,💓,beating heart,0.6,Smileys & Emotion,heart,fully-qualified
😰,U+1F630,106349,U+1F630,😰,anxious face with sweat,0.6,Smileys & Emotion,face-concerned,fully-qualified
😟,U+1F61F,106200,U+1F61F,😟,worried face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🤘,U+1F918,106072,U+1F918,🤘,sign of the horns,1.0,People & Body,hand-fingers-partial,fully-qualified
⚪,U+26AA,105927,U+26AA,⚪,white circle,0.6,Symbols,geometric,fully-qualified
🍰,U+1F370,105439,U+1F370,🍰,shortcake,0.6,Food & Drink,food-sweet,fully-qualified
🏴,U+1F3F4,105299,U+1F3F4,🏴,black flag,1.0,Flags,flag,fully-qualified
🍉,U+1F349,104742,U+1F349,🍉,watermelon,0.6,Food & Drink,food-fruit,fully-qualified
🇪🇺,U+1F1EA U+1F1FA,104553,U+1F1EA U+1F1FA,🇪🇺,flag: European Union,2.0,Flags,country-flag,fully-qualified
🏴‍☠️,U+1F3F4 U+200D U+2620 U+FE0F,104211,U+1F3F4 U+200D U+2620 U+FE0F,🏴‍☠️,pirate flag,11.0,Flags,flag,fully-qualified
📕,U+1F4D5,104130,U+1F4D5,📕,closed book,0.6,Objects,book-paper,fully-qualified
🍄,U+1F344,104011,U+1F344,🍄,mushroom,0.6,Animals & Nature,plant-other,fully-qualified
🚌,U+1F68C,103307,U+1F68C,🚌,bus,0.6,Travel & Places,transport-ground,fully-qualified
🪞,U+1FA9E,103114,U+1FA9E,🪞,mirror,13.0,Objects,household,fully-qualified
🌌,U+1F30C,102679,U+1F30C,🌌,milky way,0.6,Travel & Places,sky & weather,fully-qualified
🫨,U+1FAE8,102431,U+1FAE8,🫨,shaking face,15.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🌧️,U+1F327 U+FE0F,102395,U+1F327 U+FE0F,🌧️,cloud with rain,0.7,Travel & Places,sky & weather,fully-qualified
🧬,U+1F9EC,102272,U+1F9EC,🧬,dna,11.0,Objects,science,fully-qualified
🌕,U+1F315,101976,U+1F315,🌕,full moon,0.6,Travel & Places,sky & weather,fully-qualified
📆,U+1F4C6,101381,U+1F4C6,📆,tear-off calendar,0.6,Objects,office,fully-qualified
😓,U+1F613,101197,U+1F613,😓,downcast face with sweat,0.6,Smileys & Emotion,face-concerned,fully-qualified
🐇,U+1F407,101191,U+1F407,🐇,rabbit,1.0,Animals & Nature,animal-mammal,fully-qualified
🍊,U+1F34A,101163,U+1F34A,🍊,tangerine,0.6,Food & Drink,food-fruit,fully-qualified
🏝️,U+1F3DD U+FE0F,101122,U+1F3DD U+FE0F,🏝️,desert island,0.7,Travel & Places,place-geographic,fully-qualified
🪐,U+1FA90,101028,U+1FA90,🪐,ringed planet,12.0,Travel & Places,sky & weather,fully-qualified
🥴,U+1F974,100583,U+1F974,🥴,woozy face,11.0,Smileys & Emotion,face-unwell,fully-qualified
🏅,U+1F3C5,100411,U+1F3C5,🏅,sports medal,1.0,Activities,award-medal,fully-qualified
🌠,U+1F320,100149,U+1F320,🌠,shooting star,0.6,Travel & Places,sky & weather,fully-qualified
🪬,U+1FAAC,99615,U+1FAAC,🪬,hamsa,14.0,Objects,other-object,fully-qualified
🇨🇴,U+1F1E8 U+1F1F4,99557,U+1F1E8 U+1F1F4,🇨🇴,flag: Colombia,2.0,Flags,country-flag,fully-qualified
👥,U+1F465,99397,U+1F465,👥,busts in silhouette,1.0,People & Body,person-symbol,fully-qualified
🥁,U+1F941,99026,U+1F941,🥁,drum,3.0,Objects,musical-instrument,fully-qualified
🦄,U+1F984,98962,U+1F984,🦄,unicorn,1.0,Animals & Nature,animal-mammal,fully-qualified
😕,U+1F615,98958,U+1F615,😕,confused face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🗡️,U+1F5E1 U+FE0F,98747,U+1F5E1 U+FE0F,🗡️,dagger,0.7,Objects,tool,fully-qualified
🐔,U+1F414,98496,U+1F414,🐔,chicken,0.6,Animals & Nature,animal-bird,fully-qualified
🗳️,U+1F5F3 U+FE0F,98363,U+1F5F3 U+FE0F,🗳️,ballot box with ballot,0.7,Objects,mail,fully-qualified
🍋,U+1F34B,98137,U+1F34B,🍋,lemon,1.0,Food & Drink,food-fruit,fully-qualified
👊,U+1F44A,97982,U+1F44A,👊,oncoming fist,0.6,People & Body,hand-fingers-closed,fully-qualified
🗑️,U+1F5D1 U+FE0F,97848,U+1F5D1 U+FE0F,🗑️,wastebasket,0.7,Objects,office,fully-qualified
😼,U+1F63C,97652,U+1F63C,😼,cat with wry smile,0.6,Smileys & Emotion,cat-face,fully-qualified
😫,U+1F62B,97527,U+1F62B,😫,tired face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🍸,U+1F378,97222,U+1F378,🍸,cocktail glass,0.6,Food & Drink,drink,fully-qualified
🪦,U+1FAA6,97202,U+1FAA6,🪦,headstone,13.0,Objects,other-object,fully-qualified
👕,U+1F455,97197,U+1F455,👕,t-shirt,0.6,Objects,clothing,fully-qualified
😻,U+1F63B,97132,U+1F63B,😻,smiling cat with heart-eyes,0.6,Smileys & Emotion,cat-face,fully-qualified
⚜️,U+269C U+FE0F,97120,U+269C U+FE0F,⚜️,fleur-de-lis,1.0,Symbols,other-symbol,fully-qualified
🕷️,U+1F577 U+FE0F,97116,U+1F577 U+FE0F,🕷️,spider,0.7,Animals & Nature,animal-bug,fully-qualified
🧀,U+1F9C0,97077,U+1F9C0,🧀,cheese wedge,1.0,Food & Drink,food-prepared,fully-qualified
🐦‍🔥,U+1F426 U+200D U+1F525,97034,U+1F426 U+200D U+1F525,🐦‍🔥,phoenix,15.1,Animals & Nature,animal-bird,fully-qualified
🦷,U+1F9B7,96866,U+1F9B7,🦷,tooth,11.0,People & Body,body-parts,fully-qualified
🎞️,U+1F39E U+FE0F,96690,U+1F39E U+FE0F,🎞️,film frames,0.7,Objects,light & video,fully-qualified
🦊,U+1F98A,96681,U+1F98A,🦊,fox,3.0,Animals & Nature,animal-mammal,fully-qualified
🇹🇭,U+1F1F9 U+1F1ED,96050,U+1F1F9 U+1F1ED,🇹🇭,flag: Thailand,2.0,Flags,country-flag,fully-qualified
💉,U+1F489,95850,U+1F489,💉,syringe,0.6,Objects,medical,fully-qualified
🌑,U+1F311,95745,U+1F311,🌑,new moon,0.6,Travel & Places,sky & weather,fully-qualified
🔧,U+1F527,94901,U+1F527,🔧,wrench,0.6,Objects,tool,fully-qualified
🦴,U+1F9B4,94783,U+1F9B4,🦴,bone,11.0,People & Body,body-parts,fully-qualified
🆕,U+1F195,94614,U+1F195,🆕,NEW button,0.6,Symbols,alphanum,fully-qualified
⁉️,U+2049 U+FE0F,94517,U+2049 U+FE0F,⁉️,exclamation question mark,0.6,Symbols,punctuation,fully-qualified
📁,U+1F4C1,94418,U+1F4C1,📁,file folder,0.6,Objects,office,fully-qualified
