emoji,unicode,count,seq,emoji_from_meta,name,version,category,subgroup,status
⚒️,U+2692 U+FE0F,41745,U+2692 U+FE0F,⚒️,hammer and pick,1.0,Objects,tool,fully-qualified
🐲,U+1F432,41670,U+1F432,🐲,dragon face,0.6,Animals & Nature,animal-reptile,fully-qualified
🇳🇿,U+1F1F3 U+1F1FF,41659,U+1F1F3 U+1F1FF,🇳🇿,flag: New Zealand,2.0,Flags,country-flag,fully-qualified
©️,U+00A9 U+FE0F,41648,U+00A9 U+FE0F,©️,copyright,0.6,Symbols,other-symbol,fully-qualified
🙊,U+1F64A,41371,U+1F64A,🙊,speak-no-evil monkey,0.6,Smileys & Emotion,monkey-face,fully-qualified
🐠,U+1F420,41299,U+1F420,🐠,tropical fish,0.6,Animals & Nature,animal-marine,fully-qualified
🧮,U+1F9EE,41189,U+1F9EE,🧮,abacus,11.0,Objects,computer,fully-qualified
👩‍⚕️,U+1F469 U+200D U+2695 U+FE0F,41180,U+1F469 U+200D U+2695 U+FE0F,👩‍⚕️,woman health worker,4.0,People & Body,person-role,fully-qualified
🇩🇴,U+1F1E9 U+1F1F4,41077,U+1F1E9 U+1F1F4,🇩🇴,flag: Dominican Republic,2.0,Flags,country-flag,fully-qualified
🇪🇬,U+1F1EA U+1F1EC,41072,U+1F1EA U+1F1EC,🇪🇬,flag: Egypt,2.0,Flags,country-flag,fully-qualified
🫵🏼,U+1FAF5 U+1F3FC,40978,U+1FAF5 U+1F3FC,🫵🏼,index pointing at the viewer: medium-light skin tone,14.0,People & Body,hand-single-finger,fully-qualified
🚙,U+1F699,40948,U+1F699,🚙,sport utility vehicle,0.6,Travel & Places,transport-ground,fully-qualified
🐮,U+1F42E,40893,U+1F42E,🐮,cow face,0.6,Animals & Nature,animal-mammal,fully-qualified
🥷🏿,U+1F977 U+1F3FF,40801,U+1F977 U+1F3FF,🥷🏿,ninja: dark skin tone,13.0,People & Body,person-role,fully-qualified
🦐,U+1F990,40782,U+1F990,🦐,shrimp,3.0,Animals & Nature,animal-marine,fully-qualified
🛎️,U+1F6CE U+FE0F,40750,U+1F6CE U+FE0F,🛎️,bellhop bell,0.7,Travel & Places,hotel,fully-qualified
🍖,U+1F356,40715,U+1F356,🍖,meat on bone,0.6,Food & Drink,food-prepared,fully-qualified
👴,U+1F474,40569,U+1F474,👴,old man,0.6,People & Body,person,fully-qualified
🚴,U+1F6B4,40561,U+1F6B4,🚴,person biking,1.0,People & Body,person-sport,fully-qualified
🙋‍♀️,U+1F64B U+200D U+2640 U+FE0F,40477,U+1F64B U+200D U+2640 U+FE0F,🙋‍♀️,woman raising hand,4.0,People & Body,person-gesture,fully-qualified
👩‍🏫,U+1F469 U+200D U+1F3EB,40332,U+1F469 U+200D U+1F3EB,👩‍🏫,woman teacher,4.0,People & Body,person-role,fully-qualified
🙀,U+1F640,40290,U+1F640,🙀,weary cat,0.6,Smileys & Emotion,cat-face,fully-qualified
😗,U+1F617,40228,U+1F617,😗,kissing face,1.0,Smileys & Emotion,face-affection,fully-qualified
🦎,U+1F98E,40201,U+1F98E,🦎,lizard,3.0,Animals & Nature,animal-reptile,fully-qualified
🥣,U+1F963,40061,U+1F963,🥣,bowl with spoon,5.0,Food & Drink,food-prepared,fully-qualified
👏🏻,U+1F44F U+1F3FB,40030,U+1F44F U+1F3FB,👏🏻,clapping hands: light skin tone,1.0,People & Body,hands,fully-qualified
🪡,U+1FAA1,39932,U+1FAA1,🪡,sewing needle,13.0,Activities,arts & crafts,fully-qualified
🏭,U+1F3ED,39909,U+1F3ED,🏭,factory,0.6,Travel & Places,place-building,fully-qualified
🐿️,U+1F43F U+FE0F,39877,U+1F43F U+FE0F,🐿️,chipmunk,0.7,Animals & Nature,animal-mammal,fully-qualified
🥒,U+1F952,39820,U+1F952,🥒,cucumber,3.0,Food & Drink,food-vegetable,fully-qualified
🏔️,U+1F3D4 U+FE0F,39808,U+1F3D4 U+FE0F,🏔️,snow-capped mountain,0.7,Travel & Places,place-geographic,fully-qualified
🦭,U+1F9AD,39798,U+1F9AD,🦭,seal,13.0,Animals & Nature,animal-marine,fully-qualified
🎱,U+1F3B1,39682,U+1F3B1,🎱,pool 8 ball,0.6,Activities,game,fully-qualified
😧,U+1F627,39661,U+1F627,😧,anguished face,1.0,Smileys & Emotion,face-concerned,fully-qualified
💟,U+1F49F,39589,U+1F49F,💟,heart decoration,0.6,Smileys & Emotion,heart,fully-qualified
🅰️,U+1F170 U+FE0F,39294,U+1F170 U+FE0F,🅰️,A button (blood type),0.6,Symbols,alphanum,fully-qualified
🧌,U+1F9CC,39255,U+1F9CC,🧌,troll,14.0,People & Body,person-fantasy,fully-qualified
🛥️,U+1F6E5 U+FE0F,39219,U+1F6E5 U+FE0F,🛥️,motor boat,0.7,Travel & Places,transport-water,fully-qualified
⛈️,U+26C8 U+FE0F,39198,U+26C8 U+FE0F,⛈️,cloud with lightning and rain,0.7,Travel & Places,sky & weather,fully-qualified
🎺,U+1F3BA,39118,U+1F3BA,🎺,trumpet,0.6,Objects,musical-instrument,fully-qualified
👠,U+1F460,39055,U+1F460,👠,high-heeled shoe,0.6,Objects,clothing,fully-qualified
🇭🇰,U+1F1ED U+1F1F0,38938,U+1F1ED U+1F1F0,🇭🇰,flag: Hong Kong SAR China,2.0,Flags,country-flag,fully-qualified
🗂️,U+1F5C2 U+FE0F,38896,U+1F5C2 U+FE0F,🗂️,card index dividers,0.7,Objects,office,fully-qualified
☮️,U+262E U+FE0F,38753,U+262E U+FE0F,☮️,peace symbol,1.0,Symbols,religion,fully-qualified
👨‍⚕️,U+1F468 U+200D U+2695 U+FE0F,38583,U+1F468 U+200D U+2695 U+FE0F,👨‍⚕️,man health worker,4.0,People & Body,person-role,fully-qualified
🔷,U+1F537,38497,U+1F537,🔷,large blue diamond,0.6,Symbols,geometric,fully-qualified
🦩,U+1F9A9,38473,U+1F9A9,🦩,flamingo,12.0,Animals & Nature,animal-bird,fully-qualified
🦝,U+1F99D,38441,U+1F99D,🦝,raccoon,11.0,Animals & Nature,animal-mammal,fully-qualified
🦚,U+1F99A,38433,U+1F99A,🦚,peacock,11.0,Animals & Nature,animal-bird,fully-qualified
🫏,U+1FACF,38270,U+1FACF,🫏,donkey,15.0,Animals & Nature,animal-mammal,fully-qualified
♦️,U+2666 U+FE0F,38237,U+2666 U+FE0F,♦️,diamond suit,0.6,Activities,game,fully-qualified
🫖,U+1FAD6,38199,U+1FAD6,🫖,teapot,13.0,Food & Drink,drink,fully-qualified
🫟,U+1FADF,38052,U+1FADF,🫟,splatter,16.0,Symbols,other-symbol,fully-qualified
😽,U+1F63D,37977,U+1F63D,😽,kissing cat,0.6,Smileys & Emotion,cat-face,fully-qualified
⛷️,U+26F7 U+FE0F,37971,U+26F7 U+FE0F,⛷️,skier,0.7,People & Body,person-sport,fully-qualified
💃🏻,U+1F483 U+1F3FB,37969,U+1F483 U+1F3FB,💃🏻,woman dancing: light skin tone,1.0,People & Body,person-activity,fully-qualified
☯️,U+262F U+FE0F,37965,U+262F U+FE0F,☯️,yin yang,0.7,Symbols,religion,fully-qualified
🧑‍🏫,U+1F9D1 U+200D U+1F3EB,37934,U+1F9D1 U+200D U+1F3EB,🧑‍🏫,teacher,12.1,People & Body,person-role,fully-qualified
🇷🇸,U+1F1F7 U+1F1F8,37790,U+1F1F7 U+1F1F8,🇷🇸,flag: Serbia,2.0,Flags,country-flag,fully-qualified
👋🏼,U+1F44B U+1F3FC,37760,U+1F44B U+1F3FC,👋🏼,waving hand: medium-light skin tone,1.0,People & Body,hand-fingers-open,fully-qualified
🙋‍♂️,U+1F64B U+200D U+2642 U+FE0F,37739,U+1F64B U+200D U+2642 U+FE0F,🙋‍♂️,man raising hand,4.0,People & Body,person-gesture,fully-qualified
🥜,U+1F95C,37726,U+1F95C,🥜,peanuts,3.0,Food & Drink,food-vegetable,fully-qualified
🎡,U+1F3A1,37519,U+1F3A1,🎡,ferris wheel,0.6,Travel & Places,place-other,fully-qualified
🦘,U+1F998,37417,U+1F998,🦘,kangaroo,11.0,Animals & Nature,animal-mammal,fully-qualified
👖,U+1F456,37348,U+1F456,👖,jeans,0.6,Objects,clothing,fully-qualified
🅱️,U+1F171 U+FE0F,37341,U+1F171 U+FE0F,🅱️,B button (blood type),0.6,Symbols,alphanum,fully-qualified
🦶,U+1F9B6,37325,U+1F9B6,🦶,foot,11.0,People & Body,body-parts,fully-qualified
😾,U+1F63E,37283,U+1F63E,😾,pouting cat,0.6,Smileys & Emotion,cat-face,fully-qualified
🟪,U+1F7EA,37230,U+1F7EA,🟪,purple square,12.0,Symbols,geometric,fully-qualified
♨️,U+2668 U+FE0F,37226,U+2668 U+FE0F,♨️,hot springs,0.6,Travel & Places,place-other,fully-qualified
⌨️,U+2328 U+FE0F,37217,U+2328 U+FE0F,⌨️,keyboard,1.0,Objects,computer,fully-qualified
🩴,U+1FA74,37087,U+1FA74,🩴,thong sandal,13.0,Objects,clothing,fully-qualified
🖕🏻,U+1F595 U+1F3FB,37051,U+1F595 U+1F3FB,🖕🏻,middle finger: light skin tone,1.0,People & Body,hand-single-finger,fully-qualified
7️⃣,U+FE0F U+20E3,37035,U+FE0F U+20E3,,,,,,
🚓,U+1F693,36809,U+1F693,🚓,police car,0.6,Travel & Places,transport-ground,fully-qualified
🍚,U+1F35A,36678,U+1F35A,🍚,cooked rice,0.6,Food & Drink,food-asian,fully-qualified
🤸,U+1F938,36511,U+1F938,🤸,person cartwheeling,3.0,People & Body,person-sport,fully-qualified
🏃‍♂️,U+1F3C3 U+200D U+2642 U+FE0F,36344,U+1F3C3 U+200D U+2642 U+FE0F,🏃‍♂️,man running,4.0,People & Body,person-activity,fully-qualified
💈,U+1F488,36333,U+1F488,💈,barber pole,0.6,Travel & Places,place-other,fully-qualified
🧑,U+1F9D1,36248,U+1F9D1,🧑,person,5.0,People & Body,person,fully-qualified
🐥,U+1F425,36242,U+1F425,🐥,front-facing baby chick,0.6,Animals & Nature,animal-bird,fully-qualified
🪁,U+1FA81,36161,U+1FA81,🪁,kite,12.0,Activities,game,fully-qualified
👨🏿,U+1F468 U+1F3FF,36080,U+1F468 U+1F3FF,👨🏿,man: dark skin tone,1.0,People & Body,person,fully-qualified
🪭,U+1FAAD,36027,U+1FAAD,🪭,folding hand fan,15.0,Objects,clothing,fully-qualified
🙌🏻,U+1F64C U+1F3FB,35951,U+1F64C U+1F3FB,🙌🏻,raising hands: light skin tone,1.0,People & Body,hands,fully-qualified
⛅,U+26C5,35902,U+26C5,⛅,sun behind cloud,0.6,Travel & Places,sky & weather,fully-qualified
🚦,U+1F6A6,35900,U+1F6A6,🚦,vertical traffic light,1.0,Travel & Places,transport-ground,fully-qualified
🐌,U+1F40C,35774,U+1F40C,🐌,snail,0.6,Animals & Nature,animal-bug,fully-qualified
®️,U+00AE U+FE0F,35720,U+00AE U+FE0F,®️,registered,0.6,Symbols,other-symbol,fully-qualified
✒️,U+2712 U+FE0F,35693,U+2712 U+FE0F,✒️,black nib,0.6,Objects,writing,fully-qualified
🧑‍🤝‍🧑,U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,35653,U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,🧑‍🤝‍🧑,people holding hands,12.0,People & Body,family,fully-qualified
🏳️,U+1F3F3 U+FE0F,35552,U+1F3F3 U+FE0F,🏳️,white flag,0.7,Flags,flag,fully-qualified
🔛,U+1F51B,35477,U+1F51B,🔛,ON! arrow,0.6,Symbols,arrow,fully-qualified
🎢,U+1F3A2,35418,U+1F3A2,🎢,roller coaster,0.6,Travel & Places,place-other,fully-qualified
📐,U+1F4D0,35412,U+1F4D0,📐,triangular ruler,0.6,Objects,office,fully-qualified
💅🏻,U+1F485 U+1F3FB,35401,U+1F485 U+1F3FB,💅🏻,nail polish: light skin tone,1.0,People & Body,hand-prop,fully-qualified
🔦,U+1F526,35320,U+1F526,🔦,flashlight,0.6,Objects,light & video,fully-qualified
🌝,U+1F31D,35266,U+1F31D,🌝,full moon face,1.0,Travel & Places,sky & weather,fully-qualified
🏏,U+1F3CF,35250,U+1F3CF,🏏,cricket game,1.0,Activities,sport,fully-qualified
📂,U+1F4C2,35246,U+1F4C2,📂,open file folder,0.6,Objects,office,fully-qualified
🪢,U+1FAA2,35241,U+1FAA2,🪢,knot,13.0,Activities,arts & crafts,fully-qualified
🎷,U+1F3B7,35222,U+1F3B7,🎷,saxophone,0.6,Objects,musical-instrument,fully-qualified
🧚,U+1F9DA,35198,U+1F9DA,🧚,fairy,5.0,People & Body,person-fantasy,fully-qualified
🆓,U+1F193,35172,U+1F193,🆓,FREE button,0.6,Symbols,alphanum,fully-qualified
🗃️,U+1F5C3 U+FE0F,34904,U+1F5C3 U+FE0F,🗃️,card file box,0.7,Objects,office,fully-qualified
❇️,U+2747 U+FE0F,34858,U+2747 U+FE0F,❇️,sparkle,0.6,Symbols,other-symbol,fully-qualified
🐤,U+1F424,34734,U+1F424,🐤,baby chick,0.6,Animals & Nature,animal-bird,fully-qualified
🧦,U+1F9E6,34726,U+1F9E6,🧦,socks,5.0,Objects,clothing,fully-qualified
🍋‍🟩,U+1F34B U+200D U+1F7E9,34681,U+1F34B U+200D U+1F7E9,🍋‍🟩,lime,15.1,Food & Drink,food-fruit,fully-qualified
🔖,U+1F516,34659,U+1F516,🔖,bookmark,0.6,Objects,book-paper,fully-qualified
🛵,U+1F6F5,34557,U+1F6F5,🛵,motor scooter,3.0,Travel & Places,transport-ground,fully-qualified
🐖,U+1F416,34551,U+1F416,🐖,pig,1.0,Animals & Nature,animal-mammal,fully-qualified
💠,U+1F4A0,34426,U+1F4A0,💠,diamond with a dot,0.6,Symbols,geometric,fully-qualified
🥷🏻,U+1F977 U+1F3FB,34386,U+1F977 U+1F3FB,🥷🏻,ninja: light skin tone,13.0,People & Body,person-role,fully-qualified
🫘,U+1FAD8,34344,U+1FAD8,🫘,beans,14.0,Food & Drink,food-vegetable,fully-qualified
🫆,U+1FAC6,34294,U+1FAC6,🫆,fingerprint,16.0,People & Body,person-symbol,fully-qualified
🔇,U+1F507,34219,U+1F507,🔇,muted speaker,1.0,Objects,sound,fully-qualified
🪟,U+1FA9F,33968,U+1FA9F,🪟,window,13.0,Objects,household,fully-qualified
🪂,U+1FA82,33896,U+1FA82,🪂,parachute,12.0,Travel & Places,transport-air,fully-qualified
🧑‍🎓,U+1F9D1 U+200D U+1F393,33878,U+1F9D1 U+200D U+1F393,🧑‍🎓,student,12.1,People & Body,person-role,fully-qualified
🐅,U+1F405,33795,U+1F405,🐅,tiger,1.0,Animals & Nature,animal-mammal,fully-qualified
🧴,U+1F9F4,33734,U+1F9F4,🧴,lotion bottle,11.0,Objects,household,fully-qualified
🥟,U+1F95F,33673,U+1F95F,🥟,dumpling,5.0,Food & Drink,food-asian,fully-qualified
