emoji,unicode,count,seq,emoji_from_meta,name,version,category,subgroup,status
🐺,U+1F43A,7657,U+1F43A,🐺,wolf,0.6,Animals & Nature,animal-mammal,fully-qualified
🏰,U+1F3F0,7657,U+1F3F0,🏰,castle,0.6,Travel & Places,place-building,fully-qualified
🇮🇳,U+1F1EE U+1F1F3,7618,U+1F1EE U+1F1F3,🇮🇳,flag: India,2.0,Flags,country-flag,fully-qualified
🧊,U+1F9CA,7614,U+1F9CA,🧊,ice,12.0,Food & Drink,drink,fully-qualified
🍋,U+1F34B,7598,U+1F34B,🍋,lemon,1.0,Food & Drink,food-fruit,fully-qualified
🦅,U+1F985,7560,U+1F985,🦅,eagle,3.0,Animals & Nature,animal-bird,fully-qualified
😐,U+1F610,7498,U+1F610,😐,neutral face,0.7,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🍁,U+1F341,7495,U+1F341,🍁,maple leaf,0.6,Animals & Nature,plant-other,fully-qualified
🚲,U+1F6B2,7484,U+1F6B2,🚲,bicycle,0.6,Travel & Places,transport-ground,fully-qualified
📄,U+1F4C4,7425,U+1F4C4,📄,page facing up,0.6,Objects,book-paper,fully-qualified
👕,U+1F455,7414,U+1F455,👕,t-shirt,0.6,Objects,clothing,fully-qualified
🖌️,U+1F58C U+FE0F,7382,U+1F58C U+FE0F,🖌️,paintbrush,0.7,Objects,writing,fully-qualified
🏉,U+1F3C9,7364,U+1F3C9,🏉,rugby football,1.0,Activities,sport,fully-qualified
🎞️,U+1F39E U+FE0F,7356,U+1F39E U+FE0F,🎞️,film frames,0.7,Objects,light & video,fully-qualified
🆕,U+1F195,7322,U+1F195,🆕,NEW button,0.6,Symbols,alphanum,fully-qualified
🤎,U+1F90E,7310,U+1F90E,🤎,brown heart,12.0,Smileys & Emotion,heart,fully-qualified
🐻,U+1F43B,7230,U+1F43B,🐻,bear,0.6,Animals & Nature,animal-mammal,fully-qualified
🌧️,U+1F327 U+FE0F,7230,U+1F327 U+FE0F,🌧️,cloud with rain,0.7,Travel & Places,sky & weather,fully-qualified
🇵🇹,U+1F1F5 U+1F1F9,7179,U+1F1F5 U+1F1F9,🇵🇹,flag: Portugal,2.0,Flags,country-flag,fully-qualified
⛔,U+26D4,7177,U+26D4,⛔,no entry,0.6,Symbols,warning,fully-qualified
🧀,U+1F9C0,7176,U+1F9C0,🧀,cheese wedge,1.0,Food & Drink,food-prepared,fully-qualified
🇺🇦,U+1F1FA U+1F1E6,7109,U+1F1FA U+1F1E6,🇺🇦,flag: Ukraine,2.0,Flags,country-flag,fully-qualified
🔹,U+1F539,7105,U+1F539,🔹,small blue diamond,0.6,Symbols,geometric,fully-qualified
🌠,U+1F320,7092,U+1F320,🌠,shooting star,0.6,Travel & Places,sky & weather,fully-qualified
👾,U+1F47E,7091,U+1F47E,👾,alien monster,0.6,Smileys & Emotion,face-costume,fully-qualified
🚢,U+1F6A2,7081,U+1F6A2,🚢,ship,0.6,Travel & Places,transport-water,fully-qualified
👷,U+1F477,7079,U+1F477,👷,construction worker,0.6,People & Body,person-role,fully-qualified
🔪,U+1F52A,7001,U+1F52A,🔪,kitchen knife,0.6,Food & Drink,dishware,fully-qualified
🍦,U+1F366,6995,U+1F366,🍦,soft ice cream,0.6,Food & Drink,food-sweet,fully-qualified
💳,U+1F4B3,6990,U+1F4B3,💳,credit card,0.6,Objects,money,fully-qualified
🤦‍♂️,U+1F926 U+200D U+2642 U+FE0F,6988,U+1F926 U+200D U+2642 U+FE0F,🤦‍♂️,man facepalming,4.0,People & Body,person-gesture,fully-qualified
👥,U+1F465,6977,U+1F465,👥,busts in silhouette,1.0,People & Body,person-symbol,fully-qualified
🏝️,U+1F3DD U+FE0F,6966,U+1F3DD U+FE0F,🏝️,desert island,0.7,Travel & Places,place-geographic,fully-qualified
🍄,U+1F344,6953,U+1F344,🍄,mushroom,0.6,Animals & Nature,plant-other,fully-qualified
💝,U+1F49D,6938,U+1F49D,💝,heart with ribbon,0.6,Smileys & Emotion,heart,fully-qualified
🧐,U+1F9D0,6937,U+1F9D0,🧐,face with monocle,5.0,Smileys & Emotion,face-glasses,fully-qualified
🗡️,U+1F5E1 U+FE0F,6935,U+1F5E1 U+FE0F,🗡️,dagger,0.7,Objects,tool,fully-qualified
⛳,U+26F3,6925,U+26F3,⛳,flag in hole,0.6,Activities,sport,fully-qualified
🐍,U+1F40D,6916,U+1F40D,🐍,snake,0.6,Animals & Nature,animal-reptile,fully-qualified
👟,U+1F45F,6914,U+1F45F,👟,running shoe,0.6,Objects,clothing,fully-qualified
🤘,U+1F918,6900,U+1F918,🤘,sign of the horns,1.0,People & Body,hand-fingers-partial,fully-qualified
💵,U+1F4B5,6863,U+1F4B5,💵,dollar banknote,0.6,Objects,money,fully-qualified
🇬🇷,U+1F1EC U+1F1F7,6858,U+1F1EC U+1F1F7,🇬🇷,flag: Greece,2.0,Flags,country-flag,fully-qualified
🧁,U+1F9C1,6847,U+1F9C1,🧁,cupcake,11.0,Food & Drink,food-sweet,fully-qualified
🛑,U+1F6D1,6842,U+1F6D1,🛑,stop sign,3.0,Travel & Places,transport-ground,fully-qualified
❔,U+2754,6837,U+2754,❔,white question mark,0.6,Symbols,punctuation,fully-qualified
🤬,U+1F92C,6834,U+1F92C,🤬,face with symbols on mouth,5.0,Smileys & Emotion,face-negative,fully-qualified
🫶🏼,U+1FAF6 U+1F3FC,6831,U+1FAF6 U+1F3FC,🫶🏼,heart hands: medium-light skin tone,14.0,People & Body,hands,fully-qualified
🤢,U+1F922,6808,U+1F922,🤢,nauseated face,3.0,Smileys & Emotion,face-unwell,fully-qualified
🇨🇳,U+1F1E8 U+1F1F3,6806,U+1F1E8 U+1F1F3,🇨🇳,flag: China,0.6,Flags,country-flag,fully-qualified
🦖,U+1F996,6797,U+1F996,🦖,T-Rex,5.0,Animals & Nature,animal-reptile,fully-qualified
🚂,U+1F682,6768,U+1F682,🚂,locomotive,1.0,Travel & Places,transport-ground,fully-qualified
🗞️,U+1F5DE U+FE0F,6691,U+1F5DE U+FE0F,🗞️,rolled-up newspaper,0.7,Objects,book-paper,fully-qualified
🏫,U+1F3EB,6684,U+1F3EB,🏫,school,0.6,Travel & Places,place-building,fully-qualified
🚆,U+1F686,6672,U+1F686,🚆,train,1.0,Travel & Places,transport-ground,fully-qualified
💊,U+1F48A,6640,U+1F48A,💊,pill,0.6,Objects,medical,fully-qualified
🏃‍♀️,U+1F3C3 U+200D U+2640 U+FE0F,6631,U+1F3C3 U+200D U+2640 U+FE0F,🏃‍♀️,woman running,4.0,People & Body,person-activity,fully-qualified
🍳,U+1F373,6602,U+1F373,🍳,cooking,0.6,Food & Drink,food-prepared,fully-qualified
😟,U+1F61F,6564,U+1F61F,😟,worried face,1.0,Smileys & Emotion,face-concerned,fully-qualified
📕,U+1F4D5,6524,U+1F4D5,📕,closed book,0.6,Objects,book-paper,fully-qualified
🇪🇺,U+1F1EA U+1F1FA,6484,U+1F1EA U+1F1FA,🇪🇺,flag: European Union,2.0,Flags,country-flag,fully-qualified
🥈,U+1F948,6481,U+1F948,🥈,2nd place medal,3.0,Activities,award-medal,fully-qualified
🏛️,U+1F3DB U+FE0F,6463,U+1F3DB U+FE0F,🏛️,classical building,0.7,Travel & Places,place-building,fully-qualified
🙋,U+1F64B,6462,U+1F64B,🙋,person raising hand,0.6,People & Body,person-gesture,fully-qualified
📉,U+1F4C9,6435,U+1F4C9,📉,chart decreasing,0.6,Objects,office,fully-qualified
👣,U+1F463,6412,U+1F463,👣,footprints,0.6,People & Body,person-symbol,fully-qualified
🤌,U+1F90C,6401,U+1F90C,🤌,pinched fingers,13.0,People & Body,hand-fingers-partial,fully-qualified
🥐,U+1F950,6381,U+1F950,🥐,croissant,3.0,Food & Drink,food-prepared,fully-qualified
🪽,U+1FABD,6377,U+1FABD,🪽,wing,15.0,Animals & Nature,animal-bird,fully-qualified
🍊,U+1F34A,6373,U+1F34A,🍊,tangerine,0.6,Food & Drink,food-fruit,fully-qualified
🦊,U+1F98A,6367,U+1F98A,🦊,fox,3.0,Animals & Nature,animal-mammal,fully-qualified
🧱,U+1F9F1,6360,U+1F9F1,🧱,brick,11.0,Travel & Places,place-building,fully-qualified
🌑,U+1F311,6355,U+1F311,🌑,new moon,0.6,Travel & Places,sky & weather,fully-qualified
✂️,U+2702 U+FE0F,6354,U+2702 U+FE0F,✂️,scissors,0.6,Objects,office,fully-qualified
🕵️,U+1F575 U+FE0F,6343,U+1F575 U+FE0F,🕵️,detective,0.7,People & Body,person-role,fully-qualified
🧘,U+1F9D8,6338,U+1F9D8,🧘,person in lotus position,5.0,People & Body,person-resting,fully-qualified
😕,U+1F615,6315,U+1F615,😕,confused face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🏗️,U+1F3D7 U+FE0F,6309,U+1F3D7 U+FE0F,🏗️,building construction,0.7,Travel & Places,place-building,fully-qualified
🐛,U+1F41B,6286,U+1F41B,🐛,bug,0.6,Animals & Nature,animal-bug,fully-qualified
🐎,U+1F40E,6253,U+1F40E,🐎,horse,0.6,Animals & Nature,animal-mammal,fully-qualified
🐈‍⬛,U+1F408 U+200D U+2B1B,6222,U+1F408 U+200D U+2B1B,🐈‍⬛,black cat,13.0,Animals & Nature,animal-mammal,fully-qualified
💘,U+1F498,6203,U+1F498,💘,heart with arrow,0.6,Smileys & Emotion,heart,fully-qualified
🏴‍☠️,U+1F3F4 U+200D U+2620 U+FE0F,6190,U+1F3F4 U+200D U+2620 U+FE0F,🏴‍☠️,pirate flag,11.0,Flags,flag,fully-qualified
🔬,U+1F52C,6138,U+1F52C,🔬,microscope,1.0,Objects,science,fully-qualified
👮,U+1F46E,6119,U+1F46E,👮,police officer,0.6,People & Body,person-role,fully-qualified
😒,U+1F612,6114,U+1F612,😒,unamused face,0.6,Smileys & Emotion,face-neutral-skeptical,fully-qualified
⌚,U+231A,6113,U+231A,⌚,watch,0.6,Travel & Places,time,fully-qualified
♥️,U+2665 U+FE0F,6112,U+2665 U+FE0F,♥️,heart suit,0.6,Activities,game,fully-qualified
🕷️,U+1F577 U+FE0F,6090,U+1F577 U+FE0F,🕷️,spider,0.7,Animals & Nature,animal-bug,fully-qualified
👹,U+1F479,6069,U+1F479,👹,ogre,0.6,Smileys & Emotion,face-costume,fully-qualified
🐇,U+1F407,6018,U+1F407,🐇,rabbit,1.0,Animals & Nature,animal-mammal,fully-qualified
🍌,U+1F34C,5929,U+1F34C,🍌,banana,0.6,Food & Drink,food-fruit,fully-qualified
🐸,U+1F438,5925,U+1F438,🐸,frog,0.6,Animals & Nature,animal-amphibian,fully-qualified
☘️,U+2618 U+FE0F,5914,U+2618 U+FE0F,☘️,shamrock,1.0,Animals & Nature,plant-other,fully-qualified
🌌,U+1F30C,5886,U+1F30C,🌌,milky way,0.6,Travel & Places,sky & weather,fully-qualified
➕,U+2795,5864,U+2795,➕,plus,0.6,Symbols,math,fully-qualified
4️⃣,U+0034 U+FE0F U+20E3,5843,U+0034 U+FE0F U+20E3,4️⃣,keycap: 4,0.6,Symbols,keycap,fully-qualified
🟩,U+1F7E9,5828,U+1F7E9,🟩,green square,12.0,Symbols,geometric,fully-qualified
🍉,U+1F349,5827,U+1F349,🍉,watermelon,0.6,Food & Drink,food-fruit,fully-qualified
🇹🇷,U+1F1F9 U+1F1F7,5823,U+1F1F9 U+1F1F7,🇹🇷,flag: Türkiye,2.0,Flags,country-flag,fully-qualified
🦷,U+1F9B7,5817,U+1F9B7,🦷,tooth,11.0,People & Body,body-parts,fully-qualified
🥤,U+1F964,5815,U+1F964,🥤,cup with straw,5.0,Food & Drink,drink,fully-qualified
🪨,U+1FAA8,5802,U+1FAA8,🪨,rock,13.0,Travel & Places,place-building,fully-qualified
🍲,U+1F372,5783,U+1F372,🍲,pot of food,0.6,Food & Drink,food-prepared,fully-qualified
🗑️,U+1F5D1 U+FE0F,5778,U+1F5D1 U+FE0F,🗑️,wastebasket,0.7,Objects,office,fully-qualified
🕸️,U+1F578 U+FE0F,5751,U+1F578 U+FE0F,🕸️,spider web,0.7,Animals & Nature,animal-bug,fully-qualified
🤦‍♀️,U+1F926 U+200D U+2640 U+FE0F,5716,U+1F926 U+200D U+2640 U+FE0F,🤦‍♀️,woman facepalming,4.0,People & Body,person-gesture,fully-qualified
🥷,U+1F977,5707,U+1F977,🥷,ninja,13.0,People & Body,person-role,fully-qualified
✝️,U+271D U+FE0F,5688,U+271D U+FE0F,✝️,latin cross,0.7,Symbols,religion,fully-qualified
🇮🇱,U+1F1EE U+1F1F1,5681,U+1F1EE U+1F1F1,🇮🇱,flag: Israel,2.0,Flags,country-flag,fully-qualified
🧹,U+1F9F9,5665,U+1F9F9,🧹,broom,11.0,Objects,household,fully-qualified
⁉️,U+2049 U+FE0F,5663,U+2049 U+FE0F,⁉️,exclamation question mark,0.6,Symbols,punctuation,fully-qualified
🪦,U+1FAA6,5642,U+1FAA6,🪦,headstone,13.0,Objects,other-object,fully-qualified
💣,U+1F4A3,5636,U+1F4A3,💣,bomb,0.6,Objects,tool,fully-qualified
🗒️,U+1F5D2 U+FE0F,5634,U+1F5D2 U+FE0F,🗒️,spiral notepad,0.7,Objects,office,fully-qualified
🥪,U+1F96A,5598,U+1F96A,🥪,sandwich,5.0,Food & Drink,food-prepared,fully-qualified
🚪,U+1F6AA,5598,U+1F6AA,🚪,door,0.6,Objects,household,fully-qualified
🌕,U+1F315,5585,U+1F315,🌕,full moon,0.6,Travel & Places,sky & weather,fully-qualified
👍🏻,U+1F44D U+1F3FB,5584,U+1F44D U+1F3FB,👍🏻,thumbs up: light skin tone,1.0,People & Body,hand-fingers-closed,fully-qualified
🏥,U+1F3E5,5583,U+1F3E5,🏥,hospital,0.6,Travel & Places,place-building,fully-qualified
📻,U+1F4FB,5579,U+1F4FB,📻,radio,0.6,Objects,music,fully-qualified
📩,U+1F4E9,5574,U+1F4E9,📩,envelope with arrow,0.6,Objects,mail,fully-qualified
☹️,U+2639 U+FE0F,5569,U+2639 U+FE0F,☹️,frowning face,0.7,Smileys & Emotion,face-concerned,fully-qualified
🧩,U+1F9E9,5558,U+1F9E9,🧩,puzzle piece,11.0,Activities,game,fully-qualified
🔄,U+1F504,5555,U+1F504,🔄,counterclockwise arrows button,1.0,Symbols,arrow,fully-qualified
🐒,U+1F412,5544,U+1F412,🐒,monkey,0.6,Animals & Nature,animal-mammal,fully-qualified
🦄,U+1F984,5533,U+1F984,🦄,unicorn,1.0,Animals & Nature,animal-mammal,fully-qualified
🐔,U+1F414,5531,U+1F414,🐔,chicken,0.6,Animals & Nature,animal-bird,fully-qualified
💄,U+1F484,5528,U+1F484,💄,lipstick,0.6,Objects,clothing,fully-qualified
🪴,U+1FAB4,5512,U+1FAB4,🪴,potted plant,13.0,Animals & Nature,plant-other,fully-qualified
🔞,U+1F51E,5482,U+1F51E,🔞,no one under eighteen,0.6,Symbols,warning,fully-qualified
🇨🇭,U+1F1E8 U+1F1ED,5471,U+1F1E8 U+1F1ED,🇨🇭,flag: Switzerland,2.0,Flags,country-flag,fully-qualified
⚓,U+2693,5468,U+2693,⚓,anchor,0.6,Travel & Places,transport-water,fully-qualified
🏏,U+1F3CF,5454,U+1F3CF,🏏,cricket game,1.0,Activities,sport,fully-qualified
🧼,U+1F9FC,5439,U+1F9FC,🧼,soap,11.0,Objects,household,fully-qualified
💉,U+1F489,5429,U+1F489,💉,syringe,0.6,Objects,medical,fully-qualified
🥉,U+1F949,5425,U+1F949,🥉,3rd place medal,3.0,Activities,award-medal,fully-qualified
🥴,U+1F974,5423,U+1F974,🥴,woozy face,11.0,Smileys & Emotion,face-unwell,fully-qualified
🔓,U+1F513,5420,U+1F513,🔓,unlocked,0.6,Objects,lock,fully-qualified
🦆,U+1F986,5416,U+1F986,🦆,duck,3.0,Animals & Nature,animal-bird,fully-qualified
🧳,U+1F9F3,5408,U+1F9F3,🧳,luggage,11.0,Travel & Places,hotel,fully-qualified
👆,U+1F446,5390,U+1F446,👆,backhand index pointing up,0.6,People & Body,hand-single-finger,fully-qualified
🍝,U+1F35D,5372,U+1F35D,🍝,spaghetti,0.6,Food & Drink,food-asian,fully-qualified
🫨,U+1FAE8,5350,U+1FAE8,🫨,shaking face,15.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🧿,U+1F9FF,5324,U+1F9FF,🧿,nazar amulet,11.0,Objects,other-object,fully-qualified
✋,U+270B,5318,U+270B,✋,raised hand,0.6,People & Body,hand-fingers-open,fully-qualified
🎪,U+1F3AA,5308,U+1F3AA,🎪,circus tent,0.6,Travel & Places,place-other,fully-qualified
🛫,U+1F6EB,5301,U+1F6EB,🛫,airplane departure,1.0,Travel & Places,transport-air,fully-qualified
🇸🇪,U+1F1F8 U+1F1EA,5293,U+1F1F8 U+1F1EA,🇸🇪,flag: Sweden,2.0,Flags,country-flag,fully-qualified
🏋️,U+1F3CB U+FE0F,5286,U+1F3CB U+FE0F,🏋️,person lifting weights,0.7,People & Body,person-sport,fully-qualified
😰,U+1F630,5272,U+1F630,😰,anxious face with sweat,0.6,Smileys & Emotion,face-concerned,fully-qualified
😥,U+1F625,5272,U+1F625,😥,sad but relieved face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🖱️,U+1F5B1 U+FE0F,5272,U+1F5B1 U+FE0F,🖱️,computer mouse,0.7,Objects,computer,fully-qualified
👂,U+1F442,5271,U+1F442,👂,ear,0.6,People & Body,body-parts,fully-qualified
🥕,U+1F955,5247,U+1F955,🥕,carrot,3.0,Food & Drink,food-vegetable,fully-qualified
🦴,U+1F9B4,5239,U+1F9B4,🦴,bone,11.0,People & Body,body-parts,fully-qualified
😫,U+1F62B,5219,U+1F62B,😫,tired face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🥩,U+1F969,5205,U+1F969,🥩,cut of meat,5.0,Food & Drink,food-prepared,fully-qualified
🌅,U+1F305,5176,U+1F305,🌅,sunrise,0.6,Travel & Places,place-other,fully-qualified
🟨,U+1F7E8,5138,U+1F7E8,🟨,yellow square,12.0,Symbols,geometric,fully-qualified
🩺,U+1FA7A,5097,U+1FA7A,🩺,stethoscope,12.0,Objects,medical,fully-qualified
📘,U+1F4D8,5089,U+1F4D8,📘,blue book,0.6,Objects,book-paper,fully-qualified
🍗,U+1F357,5081,U+1F357,🍗,poultry leg,0.6,Food & Drink,food-prepared,fully-qualified
💓,U+1F493,5076,U+1F493,💓,beating heart,0.6,Smileys & Emotion,heart,fully-qualified
🌀,U+1F300,5069,U+1F300,🌀,cyclone,0.6,Travel & Places,sky & weather,fully-qualified
🫀,U+1FAC0,5065,U+1FAC0,🫀,anatomical heart,13.0,People & Body,body-parts,fully-qualified
♾️,U+267E U+FE0F,5055,U+267E U+FE0F,♾️,infinity,11.0,Symbols,math,fully-qualified
🍟,U+1F35F,5054,U+1F35F,🍟,french fries,0.6,Food & Drink,food-prepared,fully-qualified
🚶,U+1F6B6,5027,U+1F6B6,🚶,person walking,0.6,People & Body,person-activity,fully-qualified
🎅🏻,U+1F385 U+1F3FB,5027,U+1F385 U+1F3FB,🎅🏻,Santa Claus: light skin tone,1.0,People & Body,person-fantasy,fully-qualified
🎰,U+1F3B0,5019,U+1F3B0,🎰,slot machine,0.6,Activities,game,fully-qualified
🇷🇺,U+1F1F7 U+1F1FA,5019,U+1F1F7 U+1F1FA,🇷🇺,flag: Russia,0.6,Flags,country-flag,fully-qualified
🌏,U+1F30F,5017,U+1F30F,🌏,globe showing Asia-Australia,0.6,Travel & Places,place-map,fully-qualified
🪖,U+1FA96,5009,U+1FA96,🪖,military helmet,13.0,Objects,clothing,fully-qualified
💲,U+1F4B2,5007,U+1F4B2,💲,heavy dollar sign,0.6,Symbols,currency,fully-qualified
👪,U+1F46A,4988,U+1F46A,👪,family,0.6,People & Body,person-symbol,fully-qualified
👗,U+1F457,4973,U+1F457,👗,dress,0.6,Objects,clothing,fully-qualified
🪐,U+1FA90,4949,U+1FA90,🪐,ringed planet,12.0,Travel & Places,sky & weather,fully-qualified
🥃,U+1F943,4918,U+1F943,🥃,tumbler glass,3.0,Food & Drink,drink,fully-qualified
🕒,U+1F552,4900,U+1F552,🕒,three o’clock,0.6,Travel & Places,time,fully-qualified
🙏🏻,U+1F64F U+1F3FB,4899,U+1F64F U+1F3FB,🙏🏻,folded hands: light skin tone,1.0,People & Body,hands,fully-qualified
🐑,U+1F411,4898,U+1F411,🐑,ewe,0.6,Animals & Nature,animal-mammal,fully-qualified
📁,U+1F4C1,4877,U+1F4C1,📁,file folder,0.6,Objects,office,fully-qualified
🧟,U+1F9DF,4844,U+1F9DF,🧟,zombie,5.0,People & Body,person-fantasy,fully-qualified
🫢,U+1FAE2,4829,U+1FAE2,🫢,face with open eyes and hand over mouth,14.0,Smileys & Emotion,face-hand,fully-qualified
🐷,U+1F437,4825,U+1F437,🐷,pig face,0.6,Animals & Nature,animal-mammal,fully-qualified
🇲🇽,U+1F1F2 U+1F1FD,4816,U+1F1F2 U+1F1FD,🇲🇽,flag: Mexico,2.0,Flags,country-flag,fully-qualified
🖋️,U+1F58B U+FE0F,4808,U+1F58B U+FE0F,🖋️,fountain pen,0.7,Objects,writing,fully-qualified
🕰️,U+1F570 U+FE0F,4800,U+1F570 U+FE0F,🕰️,mantelpiece clock,0.7,Travel & Places,time,fully-qualified
🇦🇪,U+1F1E6 U+1F1EA,4795,U+1F1E6 U+1F1EA,🇦🇪,flag: United Arab Emirates,2.0,Flags,country-flag,fully-qualified
😼,U+1F63C,4792,U+1F63C,😼,cat with wry smile,0.6,Smileys & Emotion,cat-face,fully-qualified
🧭,U+1F9ED,4779,U+1F9ED,🧭,compass,11.0,Travel & Places,place-map,fully-qualified
🥾,U+1F97E,4775,U+1F97E,🥾,hiking boot,11.0,Objects,clothing,fully-qualified
🟦,U+1F7E6,4771,U+1F7E6,🟦,blue square,12.0,Symbols,geometric,fully-qualified
♀️,U+2640 U+FE0F,4763,U+2640 U+FE0F,♀️,female sign,4.0,Symbols,gender,fully-qualified
🏨,U+1F3E8,4757,U+1F3E8,🏨,hotel,0.6,Travel & Places,place-building,fully-qualified
🎣,U+1F3A3,4745,U+1F3A3,🎣,fishing pole,0.6,Activities,sport,fully-qualified
🍏,U+1F34F,4745,U+1F34F,🍏,green apple,0.6,Food & Drink,food-fruit,fully-qualified
😺,U+1F63A,4739,U+1F63A,😺,grinning cat,0.6,Smileys & Emotion,cat-face,fully-qualified
🎹,U+1F3B9,4724,U+1F3B9,🎹,musical keyboard,0.6,Objects,musical-instrument,fully-qualified
🦉,U+1F989,4722,U+1F989,🦉,owl,3.0,Animals & Nature,animal-bird,fully-qualified
👤,U+1F464,4688,U+1F464,👤,bust in silhouette,0.6,People & Body,person-symbol,fully-qualified
🪷,U+1FAB7,4679,U+1FAB7,🪷,lotus,14.0,Animals & Nature,plant-flower,fully-qualified
™️,U+2122 U+FE0F,4674,U+2122 U+FE0F,™️,trade mark,0.6,Symbols,other-symbol,fully-qualified
🔐,U+1F510,4670,U+1F510,🔐,locked with key,0.6,Objects,lock,fully-qualified
🤷‍♀️,U+1F937 U+200D U+2640 U+FE0F,4627,U+1F937 U+200D U+2640 U+FE0F,🤷‍♀️,woman shrugging,4.0,People & Body,person-gesture,fully-qualified
🏀,U+1F3C0,4623,U+1F3C0,🏀,basketball,0.6,Activities,sport,fully-qualified
🧑‍💻,U+1F9D1 U+200D U+1F4BB,4619,U+1F9D1 U+200D U+1F4BB,🧑‍💻,technologist,12.1,People & Body,person-role,fully-qualified
5️⃣,U+0035 U+FE0F U+20E3,4612,U+0035 U+FE0F U+20E3,5️⃣,keycap: 5,0.6,Symbols,keycap,fully-qualified
🦈,U+1F988,4606,U+1F988,🦈,shark,3.0,Animals & Nature,animal-marine,fully-qualified
🕹️,U+1F579 U+FE0F,4581,U+1F579 U+FE0F,🕹️,joystick,0.7,Activities,game,fully-qualified
🔜,U+1F51C,4578,U+1F51C,🔜,SOON arrow,0.6,Symbols,arrow,fully-qualified
🥗,U+1F957,4575,U+1F957,🥗,green salad,3.0,Food & Drink,food-prepared,fully-qualified
🇰🇷,U+1F1F0 U+1F1F7,4573,U+1F1F0 U+1F1F7,🇰🇷,flag: South Korea,0.6,Flags,country-flag,fully-qualified
🐚,U+1F41A,4545,U+1F41A,🐚,spiral shell,0.6,Animals & Nature,animal-marine,fully-qualified
🎒,U+1F392,4517,U+1F392,🎒,backpack,0.6,Objects,clothing,fully-qualified
🎇,U+1F387,4502,U+1F387,🎇,sparkler,0.6,Activities,event,fully-qualified
🍩,U+1F369,4493,U+1F369,🍩,doughnut,0.6,Food & Drink,food-sweet,fully-qualified
⏲️,U+23F2 U+FE0F,4483,U+23F2 U+FE0F,⏲️,timer clock,1.0,Travel & Places,time,fully-qualified
⚒️,U+2692 U+FE0F,4476,U+2692 U+FE0F,⚒️,hammer and pick,1.0,Objects,tool,fully-qualified
🇧🇪,U+1F1E7 U+1F1EA,4465,U+1F1E7 U+1F1EA,🇧🇪,flag: Belgium,2.0,Flags,country-flag,fully-qualified
🏙️,U+1F3D9 U+FE0F,4459,U+1F3D9 U+FE0F,🏙️,cityscape,0.7,Travel & Places,place-other,fully-qualified
🔌,U+1F50C,4434,U+1F50C,🔌,electric plug,0.6,Objects,computer,fully-qualified
🎖️,U+1F396 U+FE0F,4412,U+1F396 U+FE0F,🎖️,military medal,0.7,Activities,award-medal,fully-qualified
🥞,U+1F95E,4407,U+1F95E,🥞,pancakes,3.0,Food & Drink,food-prepared,fully-qualified
🍜,U+1F35C,4405,U+1F35C,🍜,steaming bowl,0.6,Food & Drink,food-asian,fully-qualified
💿,U+1F4BF,4386,U+1F4BF,💿,optical disk,0.6,Objects,computer,fully-qualified
🩰,U+1FA70,4384,U+1FA70,🩰,ballet shoes,12.0,Objects,clothing,fully-qualified
🐢,U+1F422,4381,U+1F422,🐢,turtle,0.6,Animals & Nature,animal-reptile,fully-qualified
👇🏼,U+1F447 U+1F3FC,4372,U+1F447 U+1F3FC,👇🏼,backhand index pointing down: medium-light skin tone,1.0,People & Body,hand-single-finger,fully-qualified
🥧,U+1F967,4341,U+1F967,🥧,pie,5.0,Food & Drink,food-sweet,fully-qualified
🐄,U+1F404,4341,U+1F404,🐄,cow,1.0,Animals & Nature,animal-mammal,fully-qualified
🃏,U+1F0CF,4338,U+1F0CF,🃏,joker,0.6,Activities,game,fully-qualified
🩶,U+1FA76,4334,U+1FA76,🩶,grey heart,15.0,Smileys & Emotion,heart,fully-qualified
🍅,U+1F345,4325,U+1F345,🍅,tomato,0.6,Food & Drink,food-fruit,fully-qualified
🍞,U+1F35E,4311,U+1F35E,🍞,bread,0.6,Food & Drink,food-prepared,fully-qualified
🎩,U+1F3A9,4299,U+1F3A9,🎩,top hat,0.6,Objects,clothing,fully-qualified
🪵,U+1FAB5,4293,U+1FAB5,🪵,wood,13.0,Travel & Places,place-building,fully-qualified
🙁,U+1F641,4281,U+1F641,🙁,slightly frowning face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🏟️,U+1F3DF U+FE0F,4278,U+1F3DF U+FE0F,🏟️,stadium,0.7,Travel & Places,place-building,fully-qualified
🏇,U+1F3C7,4273,U+1F3C7,🏇,horse racing,1.0,People & Body,person-sport,fully-qualified
🛋️,U+1F6CB U+FE0F,4264,U+1F6CB U+FE0F,🛋️,couch and lamp,0.7,Objects,household,fully-qualified
🤳,U+1F933,4260,U+1F933,🤳,selfie,3.0,People & Body,hand-prop,fully-qualified
😻,U+1F63B,4255,U+1F63B,😻,smiling cat with heart-eyes,0.6,Smileys & Emotion,cat-face,fully-qualified
✊,U+270A,4229,U+270A,✊,raised fist,0.6,People & Body,hand-fingers-closed,fully-qualified
