emoji,unicode,count,seq,emoji_from_meta,name,version,category,subgroup,status
🕙,U+1F559,2595,U+1F559,🕙,ten o’clock,0.6,Travel & Places,time,fully-qualified
🇫🇮,U+1F1EB U+1F1EE,2595,U+1F1EB U+1F1EE,🇫🇮,flag: Finland,2.0,Flags,country-flag,fully-qualified
🇮🇨,U+1F1EE U+1F1E8,2593,U+1F1EE U+1F1E8,🇮🇨,flag: Canary Islands,2.0,Flags,country-flag,fully-qualified
🙏🏾,U+1F64F U+1F3FE,2588,U+1F64F U+1F3FE,🙏🏾,folded hands: medium-dark skin tone,1.0,People & Body,hands,fully-qualified
⏩,U+23E9,2581,U+23E9,⏩,fast-forward button,0.6,Symbols,av-symbol,fully-qualified
😯,U+1F62F,2577,U+1F62F,😯,hushed face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🎅🏼,U+1F385 U+1F3FC,2567,U+1F385 U+1F3FC,🎅🏼,Santa Claus: medium-light skin tone,1.0,People & Body,person-fantasy,fully-qualified
🐋,U+1F40B,2559,U+1F40B,🐋,whale,1.0,Animals & Nature,animal-marine,fully-qualified
🇭🇰,U+1F1ED U+1F1F0,2558,U+1F1ED U+1F1F0,🇭🇰,flag: Hong Kong SAR China,2.0,Flags,country-flag,fully-qualified
🦔,U+1F994,2554,U+1F994,🦔,hedgehog,5.0,Animals & Nature,animal-mammal,fully-qualified
🧃,U+1F9C3,2553,U+1F9C3,🧃,beverage box,12.0,Food & Drink,drink,fully-qualified
😧,U+1F627,2551,U+1F627,😧,anguished face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🚛,U+1F69B,2541,U+1F69B,🚛,articulated lorry,1.0,Travel & Places,transport-ground,fully-qualified
🧤,U+1F9E4,2540,U+1F9E4,🧤,gloves,5.0,Objects,clothing,fully-qualified
🧦,U+1F9E6,2537,U+1F9E6,🧦,socks,5.0,Objects,clothing,fully-qualified
🇦🇷,U+1F1E6 U+1F1F7,2536,U+1F1E6 U+1F1F7,🇦🇷,flag: Argentina,2.0,Flags,country-flag,fully-qualified
👧,U+1F467,2528,U+1F467,👧,girl,0.6,People & Body,person,fully-qualified
🚰,U+1F6B0,2524,U+1F6B0,🚰,potable water,1.0,Symbols,transport-sign,fully-qualified
🧋,U+1F9CB,2519,U+1F9CB,🧋,bubble tea,13.0,Food & Drink,drink,fully-qualified
🧾,U+1F9FE,2517,U+1F9FE,🧾,receipt,11.0,Objects,money,fully-qualified
🙊,U+1F64A,2504,U+1F64A,🙊,speak-no-evil monkey,0.6,Smileys & Emotion,monkey-face,fully-qualified
🫘,U+1FAD8,2496,U+1FAD8,🫘,beans,14.0,Food & Drink,food-vegetable,fully-qualified
👇🏽,U+1F447 U+1F3FD,2496,U+1F447 U+1F3FD,👇🏽,backhand index pointing down: medium skin tone,1.0,People & Body,hand-single-finger,fully-qualified
🐿️,U+1F43F U+FE0F,2489,U+1F43F U+FE0F,🐿️,chipmunk,0.7,Animals & Nature,animal-mammal,fully-qualified
🚁,U+1F681,2480,U+1F681,🚁,helicopter,1.0,Travel & Places,transport-air,fully-qualified
🍋‍🟩,U+1F34B U+200D U+1F7E9,2476,U+1F34B U+200D U+1F7E9,🍋‍🟩,lime,15.1,Food & Drink,food-fruit,fully-qualified
🤲,U+1F932,2470,U+1F932,🤲,palms up together,5.0,People & Body,hands,fully-qualified
🍣,U+1F363,2468,U+1F363,🍣,sushi,0.6,Food & Drink,food-asian,fully-qualified
🚶‍♀️,U+1F6B6 U+200D U+2640 U+FE0F,2457,U+1F6B6 U+200D U+2640 U+FE0F,🚶‍♀️,woman walking,4.0,People & Body,person-activity,fully-qualified
🥅,U+1F945,2451,U+1F945,🥅,goal net,3.0,Activities,sport,fully-qualified
🤧,U+1F927,2451,U+1F927,🤧,sneezing face,3.0,Smileys & Emotion,face-unwell,fully-qualified
🧽,U+1F9FD,2449,U+1F9FD,🧽,sponge,11.0,Objects,household,fully-qualified
👙,U+1F459,2443,U+1F459,👙,bikini,0.6,Objects,clothing,fully-qualified
😚,U+1F61A,2437,U+1F61A,😚,kissing face with closed eyes,0.6,Smileys & Emotion,face-affection,fully-qualified
🪟,U+1FA9F,2432,U+1FA9F,🪟,window,13.0,Objects,household,fully-qualified
🐲,U+1F432,2428,U+1F432,🐲,dragon face,0.6,Animals & Nature,animal-reptile,fully-qualified
🧑‍🎓,U+1F9D1 U+200D U+1F393,2423,U+1F9D1 U+200D U+1F393,🧑‍🎓,student,12.1,People & Body,person-role,fully-qualified
🦭,U+1F9AD,2421,U+1F9AD,🦭,seal,13.0,Animals & Nature,animal-marine,fully-qualified
🔺,U+1F53A,2402,U+1F53A,🔺,red triangle pointed up,0.6,Symbols,geometric,fully-qualified
♂️,U+2642 U+FE0F,2401,U+2642 U+FE0F,♂️,male sign,4.0,Symbols,gender,fully-qualified
🌋,U+1F30B,2395,U+1F30B,🌋,volcano,0.6,Travel & Places,place-geographic,fully-qualified
💂,U+1F482,2385,U+1F482,💂,guard,0.6,People & Body,person-role,fully-qualified
🧑‍💼,U+1F9D1 U+200D U+1F4BC,2382,U+1F9D1 U+200D U+1F4BC,🧑‍💼,office worker,12.1,People & Body,person-role,fully-qualified
✍🏻,U+270D U+1F3FB,2372,U+270D U+1F3FB,✍🏻,writing hand: light skin tone,1.0,People & Body,hand-prop,fully-qualified
🎡,U+1F3A1,2368,U+1F3A1,🎡,ferris wheel,0.6,Travel & Places,place-other,fully-qualified
🪱,U+1FAB1,2366,U+1FAB1,🪱,worm,13.0,Animals & Nature,animal-bug,fully-qualified
❎,U+274E,2366,U+274E,❎,cross mark button,0.6,Symbols,other-symbol,fully-qualified
🪜,U+1FA9C,2359,U+1FA9C,🪜,ladder,13.0,Objects,tool,fully-qualified
🫶🏾,U+1FAF6 U+1F3FE,2355,U+1FAF6 U+1F3FE,🫶🏾,heart hands: medium-dark skin tone,14.0,People & Body,hands,fully-qualified
🌽,U+1F33D,2352,U+1F33D,🌽,ear of corn,0.6,Food & Drink,food-vegetable,fully-qualified
🇸🇬,U+1F1F8 U+1F1EC,2351,U+1F1F8 U+1F1EC,🇸🇬,flag: Singapore,2.0,Flags,country-flag,fully-qualified
🇸🇦,U+1F1F8 U+1F1E6,2350,U+1F1F8 U+1F1E6,🇸🇦,flag: Saudi Arabia,2.0,Flags,country-flag,fully-qualified
💢,U+1F4A2,2349,U+1F4A2,💢,anger symbol,0.6,Smileys & Emotion,emotion,fully-qualified
🔛,U+1F51B,2344,U+1F51B,🔛,ON! arrow,0.6,Symbols,arrow,fully-qualified
♟️,U+265F U+FE0F,2344,U+265F U+FE0F,♟️,chess pawn,11.0,Activities,game,fully-qualified
👺,U+1F47A,2340,U+1F47A,👺,goblin,0.6,Smileys & Emotion,face-costume,fully-qualified
🤰,U+1F930,2332,U+1F930,🤰,pregnant woman,3.0,People & Body,person-role,fully-qualified
🦎,U+1F98E,2326,U+1F98E,🦎,lizard,3.0,Animals & Nature,animal-reptile,fully-qualified
⚕️,U+2695 U+FE0F,2324,U+2695 U+FE0F,⚕️,medical symbol,4.0,Symbols,other-symbol,fully-qualified
🧒,U+1F9D2,2301,U+1F9D2,🧒,child,5.0,People & Body,person,fully-qualified
🦶,U+1F9B6,2295,U+1F9B6,🦶,foot,11.0,People & Body,body-parts,fully-qualified
🤝🏻,U+1F91D U+1F3FB,2294,U+1F91D U+1F3FB,🤝🏻,handshake: light skin tone,14.0,People & Body,hands,fully-qualified
🤥,U+1F925,2286,U+1F925,🤥,lying face,3.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🐥,U+1F425,2284,U+1F425,🐥,front-facing baby chick,0.6,Animals & Nature,animal-bird,fully-qualified
🔻,U+1F53B,2281,U+1F53B,🔻,red triangle pointed down,0.6,Symbols,geometric,fully-qualified
🧴,U+1F9F4,2271,U+1F9F4,🧴,lotion bottle,11.0,Objects,household,fully-qualified
🗂️,U+1F5C2 U+FE0F,2270,U+1F5C2 U+FE0F,🗂️,card index dividers,0.7,Objects,office,fully-qualified
🇭🇷,U+1F1ED U+1F1F7,2269,U+1F1ED U+1F1F7,🇭🇷,flag: Croatia,2.0,Flags,country-flag,fully-qualified
🍖,U+1F356,2268,U+1F356,🍖,meat on bone,0.6,Food & Drink,food-prepared,fully-qualified
🦒,U+1F992,2266,U+1F992,🦒,giraffe,5.0,Animals & Nature,animal-mammal,fully-qualified
🌚,U+1F31A,2266,U+1F31A,🌚,new moon face,1.0,Travel & Places,sky & weather,fully-qualified
🏔️,U+1F3D4 U+FE0F,2263,U+1F3D4 U+FE0F,🏔️,snow-capped mountain,0.7,Travel & Places,place-geographic,fully-qualified
🏊‍♀️,U+1F3CA U+200D U+2640 U+FE0F,2260,U+1F3CA U+200D U+2640 U+FE0F,🏊‍♀️,woman swimming,4.0,People & Body,person-sport,fully-qualified
🪲,U+1FAB2,2258,U+1FAB2,🪲,beetle,13.0,Animals & Nature,animal-bug,fully-qualified
🥜,U+1F95C,2253,U+1F95C,🥜,peanuts,3.0,Food & Drink,food-vegetable,fully-qualified
❇️,U+2747 U+FE0F,2253,U+2747 U+FE0F,❇️,sparkle,0.6,Symbols,other-symbol,fully-qualified
🥓,U+1F953,2250,U+1F953,🥓,bacon,3.0,Food & Drink,food-prepared,fully-qualified
🛝,U+1F6DD,2250,U+1F6DD,🛝,playground slide,14.0,Travel & Places,place-other,fully-qualified
♦️,U+2666 U+FE0F,2250,U+2666 U+FE0F,♦️,diamond suit,0.6,Activities,game,fully-qualified
🐊,U+1F40A,2248,U+1F40A,🐊,crocodile,1.0,Animals & Nature,animal-reptile,fully-qualified
⛓️‍💥,U+26D3 U+FE0F U+200D U+1F4A5,2243,U+26D3 U+FE0F U+200D U+1F4A5,⛓️‍💥,broken chain,15.1,Objects,tool,fully-qualified
🇹🇼,U+1F1F9 U+1F1FC,2242,U+1F1F9 U+1F1FC,🇹🇼,flag: Taiwan,2.0,Flags,country-flag,fully-qualified
👖,U+1F456,2239,U+1F456,👖,jeans,0.6,Objects,clothing,fully-qualified
👰,U+1F470,2236,U+1F470,👰,person with veil,0.6,People & Body,person-role,fully-qualified
⌨️,U+2328 U+FE0F,2235,U+2328 U+FE0F,⌨️,keyboard,1.0,Objects,computer,fully-qualified
🇦🇱,U+1F1E6 U+1F1F1,2234,U+1F1E6 U+1F1F1,🇦🇱,flag: Albania,2.0,Flags,country-flag,fully-qualified
🦕,U+1F995,2229,U+1F995,🦕,sauropod,5.0,Animals & Nature,animal-reptile,fully-qualified
👦,U+1F466,2204,U+1F466,👦,boy,0.6,People & Body,person,fully-qualified
🚙,U+1F699,2201,U+1F699,🚙,sport utility vehicle,0.6,Travel & Places,transport-ground,fully-qualified
🎳,U+1F3B3,2193,U+1F3B3,🎳,bowling,0.6,Activities,sport,fully-qualified
👩‍🏫,U+1F469 U+200D U+1F3EB,2177,U+1F469 U+200D U+1F3EB,👩‍🏫,woman teacher,4.0,People & Body,person-role,fully-qualified
🪿,U+1FABF,2170,U+1FABF,🪿,goose,15.0,Animals & Nature,animal-bird,fully-qualified
🐤,U+1F424,2168,U+1F424,🐤,baby chick,0.6,Animals & Nature,animal-bird,fully-qualified
💮,U+1F4AE,2163,U+1F4AE,💮,white flower,0.6,Animals & Nature,plant-flower,fully-qualified
🥋,U+1F94B,2159,U+1F94B,🥋,martial arts uniform,3.0,Activities,sport,fully-qualified
🚒,U+1F692,2157,U+1F692,🚒,fire engine,0.6,Travel & Places,transport-ground,fully-qualified
👼,U+1F47C,2152,U+1F47C,👼,baby angel,0.6,People & Body,person-fantasy,fully-qualified
🐅,U+1F405,2152,U+1F405,🐅,tiger,1.0,Animals & Nature,animal-mammal,fully-qualified
🔽,U+1F53D,2147,U+1F53D,🔽,downwards button,0.6,Symbols,av-symbol,fully-qualified
⏸️,U+23F8 U+FE0F,2141,U+23F8 U+FE0F,⏸️,pause button,0.7,Symbols,av-symbol,fully-qualified
🔭,U+1F52D,2128,U+1F52D,🔭,telescope,1.0,Objects,science,fully-qualified
📑,U+1F4D1,2121,U+1F4D1,📑,bookmark tabs,0.6,Objects,book-paper,fully-qualified
🆚,U+1F19A,2118,U+1F19A,🆚,VS button,0.6,Symbols,alphanum,fully-qualified
💃🏻,U+1F483 U+1F3FB,2113,U+1F483 U+1F3FB,💃🏻,woman dancing: light skin tone,1.0,People & Body,person-activity,fully-qualified
🧌,U+1F9CC,2107,U+1F9CC,🧌,troll,14.0,People & Body,person-fantasy,fully-qualified
🇧🇩,U+1F1E7 U+1F1E9,2100,U+1F1E7 U+1F1E9,🇧🇩,flag: Bangladesh,2.0,Flags,country-flag,fully-qualified
🪂,U+1FA82,2097,U+1FA82,🪂,parachute,12.0,Travel & Places,transport-air,fully-qualified
🩹,U+1FA79,2097,U+1FA79,🩹,adhesive bandage,12.0,Objects,medical,fully-qualified
🆓,U+1F193,2091,U+1F193,🆓,FREE button,0.6,Symbols,alphanum,fully-qualified
😿,U+1F63F,2087,U+1F63F,😿,crying cat,0.6,Smileys & Emotion,cat-face,fully-qualified
📮,U+1F4EE,2084,U+1F4EE,📮,postbox,0.6,Objects,mail,fully-qualified
🇨🇴,U+1F1E8 U+1F1F4,2078,U+1F1E8 U+1F1F4,🇨🇴,flag: Colombia,2.0,Flags,country-flag,fully-qualified
👫,U+1F46B,2075,U+1F46B,👫,woman and man holding hands,0.6,People & Body,family,fully-qualified
⛈️,U+26C8 U+FE0F,2071,U+26C8 U+FE0F,⛈️,cloud with lightning and rain,0.7,Travel & Places,sky & weather,fully-qualified
😸,U+1F638,2068,U+1F638,😸,grinning cat with smiling eyes,0.6,Smileys & Emotion,cat-face,fully-qualified
7️⃣,U+0037 U+FE0F U+20E3,2049,U+0037 U+FE0F U+20E3,7️⃣,keycap: 7,0.6,Symbols,keycap,fully-qualified
🦐,U+1F990,2038,U+1F990,🦐,shrimp,3.0,Animals & Nature,animal-marine,fully-qualified
🏺,U+1F3FA,2036,U+1F3FA,🏺,amphora,1.0,Food & Drink,dishware,fully-qualified
👏🏼,U+1F44F U+1F3FC,2031,U+1F44F U+1F3FC,👏🏼,clapping hands: medium-light skin tone,1.0,People & Body,hands,fully-qualified
👩‍🍳,U+1F469 U+200D U+1F373,2030,U+1F469 U+200D U+1F373,👩‍🍳,woman cook,4.0,People & Body,person-role,fully-qualified
📼,U+1F4FC,2028,U+1F4FC,📼,videocassette,0.6,Objects,light & video,fully-qualified
🌨️,U+1F328 U+FE0F,2021,U+1F328 U+FE0F,🌨️,cloud with snow,0.7,Travel & Places,sky & weather,fully-qualified
⛸️,U+26F8 U+FE0F,2019,U+26F8 U+FE0F,⛸️,ice skate,0.7,Activities,sport,fully-qualified
🙋‍♂️,U+1F64B U+200D U+2642 U+FE0F,2006,U+1F64B U+200D U+2642 U+FE0F,🙋‍♂️,man raising hand,4.0,People & Body,person-gesture,fully-qualified
📐,U+1F4D0,1995,U+1F4D0,📐,triangular ruler,0.6,Objects,office,fully-qualified
🐨,U+1F428,1995,U+1F428,🐨,koala,0.6,Animals & Nature,animal-mammal,fully-qualified
📬,U+1F4EC,1992,U+1F4EC,📬,open mailbox with raised flag,0.7,Objects,mail,fully-qualified
🏪,U+1F3EA,1989,U+1F3EA,🏪,convenience store,0.6,Travel & Places,place-building,fully-qualified
🙌🏼,U+1F64C U+1F3FC,1979,U+1F64C U+1F3FC,🙌🏼,raising hands: medium-light skin tone,1.0,People & Body,hands,fully-qualified
🤶,U+1F936,1976,U+1F936,🤶,Mrs. Claus,3.0,People & Body,person-fantasy,fully-qualified
🦑,U+1F991,1971,U+1F991,🦑,squid,3.0,Animals & Nature,animal-marine,fully-qualified
🧣,U+1F9E3,1970,U+1F9E3,🧣,scarf,5.0,Objects,clothing,fully-qualified
🗃️,U+1F5C3 U+FE0F,1950,U+1F5C3 U+FE0F,🗃️,card file box,0.7,Objects,office,fully-qualified
