emoji,unicode,count,seq,emoji_from_meta,name,version,category,subgroup,status
1️⃣,U+0031 U+FE0F U+20E3,47702,U+0031 U+FE0F U+20E3,1️⃣,keycap: 1,0.6,Symbols,keycap,fully-qualified
🍷,U+1F377,47676,U+1F377,🍷,wine glass,0.6,Food & Drink,drink,fully-qualified
🤷,U+1F937,47663,U+1F937,🤷,person shrugging,3.0,People & Body,person-gesture,fully-qualified
🚧,U+1F6A7,47657,U+1F6A7,🚧,construction,0.6,Travel & Places,transport-ground,fully-qualified
🔮,U+1F52E,47334,U+1F52E,🔮,crystal ball,0.6,Activities,game,fully-qualified
🌳,U+1F333,47303,U+1F333,🌳,deciduous tree,1.0,Animals & Nature,plant-other,fully-qualified
🐟,U+1F41F,47097,U+1F41F,🐟,fish,0.6,Animals & Nature,animal-marine,fully-qualified
😝,U+1F61D,47096,U+1F61D,😝,squinting face with tongue,0.6,Smileys & Emotion,face-tongue,fully-qualified
🕊️,U+1F54A U+FE0F,46970,U+1F54A U+FE0F,🕊️,dove,0.7,Animals & Nature,animal-bird,fully-qualified
🔑,U+1F511,46836,U+1F511,🔑,key,0.6,Objects,lock,fully-qualified
🇲🇽,U+1F1F2 U+1F1FD,46645,U+1F1F2 U+1F1FD,🇲🇽,flag: Mexico,2.0,Flags,country-flag,fully-qualified
😤,U+1F624,46473,U+1F624,😤,face with steam from nose,0.6,Smileys & Emotion,face-negative,fully-qualified
💧,U+1F4A7,46418,U+1F4A7,💧,droplet,0.6,Travel & Places,sky & weather,fully-qualified
⚙️,U+2699 U+FE0F,46355,U+2699 U+FE0F,⚙️,gear,1.0,Objects,tool,fully-qualified
🍿,U+1F37F,46304,U+1F37F,🍿,popcorn,1.0,Food & Drink,food-prepared,fully-qualified
💞,U+1F49E,46210,U+1F49E,💞,revolving hearts,0.6,Smileys & Emotion,heart,fully-qualified
👽,U+1F47D,46139,U+1F47D,👽,alien,0.6,Smileys & Emotion,face-costume,fully-qualified
📲,U+1F4F2,45981,U+1F4F2,📲,mobile phone with arrow,0.6,Objects,phone,fully-qualified
😞,U+1F61E,45974,U+1F61E,😞,disappointed face,0.6,Smileys & Emotion,face-concerned,fully-qualified
💃,U+1F483,45873,U+1F483,💃,woman dancing,0.6,People & Body,person-activity,fully-qualified
🛑,U+1F6D1,45664,U+1F6D1,🛑,stop sign,3.0,Travel & Places,transport-ground,fully-qualified
🐺,U+1F43A,45534,U+1F43A,🐺,wolf,0.6,Animals & Nature,animal-mammal,fully-qualified
🥇,U+1F947,45463,U+1F947,🥇,1st place medal,3.0,Activities,award-medal,fully-qualified
🛠️,U+1F6E0 U+FE0F,45460,U+1F6E0 U+FE0F,🛠️,hammer and wrench,0.7,Objects,tool,fully-qualified
😐,U+1F610,45453,U+1F610,😐,neutral face,0.7,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🎙️,U+1F399 U+FE0F,45189,U+1F399 U+FE0F,🎙️,studio microphone,0.7,Objects,music,fully-qualified
🐱,U+1F431,45111,U+1F431,🐱,cat face,0.6,Animals & Nature,animal-mammal,fully-qualified
🌺,U+1F33A,44992,U+1F33A,🌺,hibiscus,0.6,Animals & Nature,plant-flower,fully-qualified
🌼,U+1F33C,44906,U+1F33C,🌼,blossom,0.6,Animals & Nature,plant-flower,fully-qualified
👎,U+1F44E,44840,U+1F44E,👎,thumbs down,0.6,People & Body,hand-fingers-closed,fully-qualified
💲,U+1F4B2,44497,U+1F4B2,💲,heavy dollar sign,0.6,Symbols,currency,fully-qualified
🎊,U+1F38A,44485,U+1F38A,🎊,confetti ball,0.6,Activities,event,fully-qualified
🌷,U+1F337,44044,U+1F337,🌷,tulip,0.6,Animals & Nature,plant-flower,fully-qualified
📊,U+1F4CA,44025,U+1F4CA,📊,bar chart,0.6,Objects,office,fully-qualified
✝️,U+271D U+FE0F,43938,U+271D U+FE0F,✝️,latin cross,0.7,Symbols,religion,fully-qualified
☃️,U+2603 U+FE0F,43763,U+2603 U+FE0F,☃️,snowman,0.7,Travel & Places,sky & weather,fully-qualified
🏫,U+1F3EB,43327,U+1F3EB,🏫,school,0.6,Travel & Places,place-building,fully-qualified
🫦,U+1FAE6,42951,U+1FAE6,🫦,biting lip,14.0,People & Body,body-parts,fully-qualified
🫶🏻,U+1FAF6 U+1F3FB,42154,U+1FAF6 U+1F3FB,🫶🏻,heart hands: light skin tone,14.0,People & Body,hands,fully-qualified
🍻,U+1F37B,42103,U+1F37B,🍻,clinking beer mugs,0.6,Food & Drink,drink,fully-qualified
💨,U+1F4A8,41917,U+1F4A8,💨,dashing away,0.6,Smileys & Emotion,emotion,fully-qualified
🔍,U+1F50D,41448,U+1F50D,🔍,magnifying glass tilted left,0.6,Objects,light & video,fully-qualified
🐐,U+1F410,41303,U+1F410,🐐,goat,1.0,Animals & Nature,animal-mammal,fully-qualified
🌶️,U+1F336 U+FE0F,41279,U+1F336 U+FE0F,🌶️,hot pepper,0.7,Food & Drink,food-vegetable,fully-qualified
🎭,U+1F3AD,40967,U+1F3AD,🎭,performing arts,0.6,Activities,arts & crafts,fully-qualified
🙈,U+1F648,40886,U+1F648,🙈,see-no-evil monkey,0.6,Smileys & Emotion,monkey-face,fully-qualified
🗺️,U+1F5FA U+FE0F,40573,U+1F5FA U+FE0F,🗺️,world map,0.7,Travel & Places,place-map,fully-qualified
💤,U+1F4A4,40191,U+1F4A4,💤,ZZZ,0.6,Smileys & Emotion,emotion,fully-qualified
2️⃣,U+0032 U+FE0F U+20E3,39855,U+0032 U+FE0F U+20E3,2️⃣,keycap: 2,0.6,Symbols,keycap,fully-qualified
🖼️,U+1F5BC U+FE0F,39593,U+1F5BC U+FE0F,🖼️,framed picture,0.7,Activities,arts & crafts,fully-qualified
🍬,U+1F36C,39582,U+1F36C,🍬,candy,0.6,Food & Drink,food-sweet,fully-qualified
🐕,U+1F415,39497,U+1F415,🐕,dog,0.7,Animals & Nature,animal-mammal,fully-qualified
🌮,U+1F32E,39142,U+1F32E,🌮,taco,1.0,Food & Drink,food-prepared,fully-qualified
🐰,U+1F430,38949,U+1F430,🐰,rabbit face,0.6,Animals & Nature,animal-mammal,fully-qualified
🍃,U+1F343,38851,U+1F343,🍃,leaf fluttering in wind,0.6,Animals & Nature,plant-other,fully-qualified
😼,U+1F63C,38690,U+1F63C,😼,cat with wry smile,0.6,Smileys & Emotion,cat-face,fully-qualified
😮,U+1F62E,38475,U+1F62E,😮,face with open mouth,1.0,Smileys & Emotion,face-concerned,fully-qualified
⛰️,U+26F0 U+FE0F,38249,U+26F0 U+FE0F,⛰️,mountain,0.7,Travel & Places,place-geographic,fully-qualified
🧸,U+1F9F8,38125,U+1F9F8,🧸,teddy bear,11.0,Activities,game,fully-qualified
🧪,U+1F9EA,37813,U+1F9EA,🧪,test tube,11.0,Objects,science,fully-qualified
🐻,U+1F43B,37680,U+1F43B,🐻,bear,0.6,Animals & Nature,animal-mammal,fully-qualified
🥱,U+1F971,37401,U+1F971,🥱,yawning face,12.0,Smileys & Emotion,face-concerned,fully-qualified
🗳️,U+1F5F3 U+FE0F,37172,U+1F5F3 U+FE0F,🗳️,ballot box with ballot,0.7,Objects,mail,fully-qualified
🔪,U+1F52A,37170,U+1F52A,🔪,kitchen knife,0.6,Food & Drink,dishware,fully-qualified
🚩,U+1F6A9,36993,U+1F6A9,🚩,triangular flag,0.6,Flags,flag,fully-qualified
👹,U+1F479,36901,U+1F479,👹,ogre,0.6,Smileys & Emotion,face-costume,fully-qualified
☎️,U+260E U+FE0F,36562,U+260E U+FE0F,☎️,telephone,0.6,Objects,phone,fully-qualified
☹️,U+2639 U+FE0F,36392,U+2639 U+FE0F,☹️,frowning face,0.7,Smileys & Emotion,face-concerned,fully-qualified
⚖️,U+2696 U+FE0F,36367,U+2696 U+FE0F,⚖️,balance scale,1.0,Objects,tool,fully-qualified
🛡️,U+1F6E1 U+FE0F,36015,U+1F6E1 U+FE0F,🛡️,shield,0.7,Objects,tool,fully-qualified
🇬🇧,U+1F1EC U+1F1E7,35919,U+1F1EC U+1F1E7,🇬🇧,flag: United Kingdom,0.6,Flags,country-flag,fully-qualified
🍫,U+1F36B,35519,U+1F36B,🍫,chocolate bar,0.6,Food & Drink,food-sweet,fully-qualified
🏃,U+1F3C3,35509,U+1F3C3,🏃,person running,0.6,People & Body,person-activity,fully-qualified
👌,U+1F44C,35488,U+1F44C,👌,OK hand,0.6,People & Body,hand-fingers-partial,fully-qualified
🤘,U+1F918,35414,U+1F918,🤘,sign of the horns,1.0,People & Body,hand-fingers-partial,fully-qualified
💼,U+1F4BC,35362,U+1F4BC,💼,briefcase,0.6,Objects,office,fully-qualified
🧬,U+1F9EC,35186,U+1F9EC,🧬,dna,11.0,Objects,science,fully-qualified
🎲,U+1F3B2,34953,U+1F3B2,🎲,game die,0.6,Activities,game,fully-qualified
🪦,U+1FAA6,34660,U+1FAA6,🪦,headstone,13.0,Objects,other-object,fully-qualified
🎬,U+1F3AC,34597,U+1F3AC,🎬,clapper board,0.6,Objects,light & video,fully-qualified
🥧,U+1F967,34581,U+1F967,🥧,pie,5.0,Food & Drink,food-sweet,fully-qualified
🐉,U+1F409,34435,U+1F409,🐉,dragon,1.0,Animals & Nature,animal-reptile,fully-qualified
🧊,U+1F9CA,34409,U+1F9CA,🧊,ice,12.0,Food & Drink,drink,fully-qualified
🏎️,U+1F3CE U+FE0F,34296,U+1F3CE U+FE0F,🏎️,racing car,0.7,Travel & Places,transport-ground,fully-qualified
🕯️,U+1F56F U+FE0F,33993,U+1F56F U+FE0F,🕯️,candle,0.7,Objects,light & video,fully-qualified
🐈‍⬛,U+1F408 U+200D U+2B1B,33993,U+1F408 U+200D U+2B1B,🐈‍⬛,black cat,13.0,Animals & Nature,animal-mammal,fully-qualified
▶️,U+25B6 U+FE0F,33979,U+25B6 U+FE0F,▶️,play button,0.6,Symbols,av-symbol,fully-qualified
🔨,U+1F528,33697,U+1F528,🔨,hammer,0.6,Objects,tool,fully-qualified
🤎,U+1F90E,33656,U+1F90E,🤎,brown heart,12.0,Smileys & Emotion,heart,fully-qualified
🍹,U+1F379,33331,U+1F379,🍹,tropical drink,0.6,Food & Drink,drink,fully-qualified
🎫,U+1F3AB,33204,U+1F3AB,🎫,ticket,0.6,Activities,event,fully-qualified
🍊,U+1F34A,33127,U+1F34A,🍊,tangerine,0.6,Food & Drink,food-fruit,fully-qualified
⏳,U+23F3,33111,U+23F3,⏳,hourglass not done,0.6,Travel & Places,time,fully-qualified
🤬,U+1F92C,33071,U+1F92C,🤬,face with symbols on mouth,5.0,Smileys & Emotion,face-negative,fully-qualified
🍺,U+1F37A,32914,U+1F37A,🍺,beer mug,0.6,Food & Drink,drink,fully-qualified
☘️,U+2618 U+FE0F,32896,U+2618 U+FE0F,☘️,shamrock,1.0,Animals & Nature,plant-other,fully-qualified
🍒,U+1F352,32834,U+1F352,🍒,cherries,0.6,Food & Drink,food-fruit,fully-qualified
3️⃣,U+0033 U+FE0F U+20E3,32816,U+0033 U+FE0F U+20E3,3️⃣,keycap: 3,0.6,Symbols,keycap,fully-qualified
🍦,U+1F366,32593,U+1F366,🍦,soft ice cream,0.6,Food & Drink,food-sweet,fully-qualified
🫶🏼,U+1FAF6 U+1F3FC,32366,U+1FAF6 U+1F3FC,🫶🏼,heart hands: medium-light skin tone,14.0,People & Body,hands,fully-qualified
🪽,U+1FABD,32312,U+1FABD,🪽,wing,15.0,Animals & Nature,animal-bird,fully-qualified
💝,U+1F49D,32288,U+1F49D,💝,heart with ribbon,0.6,Smileys & Emotion,heart,fully-qualified
🦄,U+1F984,32263,U+1F984,🦄,unicorn,1.0,Animals & Nature,animal-mammal,fully-qualified
🙏🏾,U+1F64F U+1F3FE,32109,U+1F64F U+1F3FE,🙏🏾,folded hands: medium-dark skin tone,1.0,People & Body,hands,fully-qualified
🐍,U+1F40D,32076,U+1F40D,🐍,snake,0.6,Animals & Nature,animal-reptile,fully-qualified
🧐,U+1F9D0,31766,U+1F9D0,🧐,face with monocle,5.0,Smileys & Emotion,face-glasses,fully-qualified
ℹ️,U+2139 U+FE0F,31746,U+2139 U+FE0F,ℹ️,information,0.6,Symbols,alphanum,fully-qualified
🕷️,U+1F577 U+FE0F,31740,U+1F577 U+FE0F,🕷️,spider,0.7,Animals & Nature,animal-bug,fully-qualified
🍄,U+1F344,31699,U+1F344,🍄,mushroom,0.6,Animals & Nature,plant-other,fully-qualified
🟥,U+1F7E5,31557,U+1F7E5,🟥,red square,12.0,Symbols,geometric,fully-qualified
🧵,U+1F9F5,31533,U+1F9F5,🧵,thread,11.0,Activities,arts & crafts,fully-qualified
🧀,U+1F9C0,31471,U+1F9C0,🧀,cheese wedge,1.0,Food & Drink,food-prepared,fully-qualified
👾,U+1F47E,31459,U+1F47E,👾,alien monster,0.6,Smileys & Emotion,face-costume,fully-qualified
🌑,U+1F311,31385,U+1F311,🌑,new moon,0.6,Travel & Places,sky & weather,fully-qualified
🇵🇸,U+1F1F5 U+1F1F8,31367,U+1F1F5 U+1F1F8,🇵🇸,flag: Palestinian Territories,2.0,Flags,country-flag,fully-qualified
🐒,U+1F412,31353,U+1F412,🐒,monkey,0.6,Animals & Nature,animal-mammal,fully-qualified
🌕,U+1F315,31197,U+1F315,🌕,full moon,0.6,Travel & Places,sky & weather,fully-qualified
✉️,U+2709 U+FE0F,31110,U+2709 U+FE0F,✉️,envelope,0.6,Objects,mail,fully-qualified
💘,U+1F498,31047,U+1F498,💘,heart with arrow,0.6,Smileys & Emotion,heart,fully-qualified
🎒,U+1F392,31032,U+1F392,🎒,backpack,0.6,Objects,clothing,fully-qualified
👶,U+1F476,31010,U+1F476,👶,baby,0.6,People & Body,person,fully-qualified
🏁,U+1F3C1,30869,U+1F3C1,🏁,chequered flag,0.6,Flags,flag,fully-qualified
🇫🇷,U+1F1EB U+1F1F7,30798,U+1F1EB U+1F1F7,🇫🇷,flag: France,0.6,Flags,country-flag,fully-qualified
😰,U+1F630,30632,U+1F630,😰,anxious face with sweat,0.6,Smileys & Emotion,face-concerned,fully-qualified
🌀,U+1F300,30578,U+1F300,🌀,cyclone,0.6,Travel & Places,sky & weather,fully-qualified
🗡️,U+1F5E1 U+FE0F,30467,U+1F5E1 U+FE0F,🗡️,dagger,0.7,Objects,tool,fully-qualified
🥴,U+1F974,30454,U+1F974,🥴,woozy face,11.0,Smileys & Emotion,face-unwell,fully-qualified
🐇,U+1F407,30333,U+1F407,🐇,rabbit,1.0,Animals & Nature,animal-mammal,fully-qualified
🥷,U+1F977,30273,U+1F977,🥷,ninja,13.0,People & Body,person-role,fully-qualified
🗽,U+1F5FD,30008,U+1F5FD,🗽,Statue of Liberty,0.6,Travel & Places,place-building,fully-qualified
🍉,U+1F349,29715,U+1F349,🍉,watermelon,0.6,Food & Drink,food-fruit,fully-qualified
🦌,U+1F98C,29688,U+1F98C,🦌,deer,3.0,Animals & Nature,animal-mammal,fully-qualified
🍗,U+1F357,29565,U+1F357,🍗,poultry leg,0.6,Food & Drink,food-prepared,fully-qualified
🌠,U+1F320,29283,U+1F320,🌠,shooting star,0.6,Travel & Places,sky & weather,fully-qualified
🌌,U+1F30C,29277,U+1F30C,🌌,milky way,0.6,Travel & Places,sky & weather,fully-qualified
🕸️,U+1F578 U+FE0F,29184,U+1F578 U+FE0F,🕸️,spider web,0.7,Animals & Nature,animal-bug,fully-qualified
🕺,U+1F57A,29182,U+1F57A,🕺,man dancing,3.0,People & Body,person-activity,fully-qualified
👟,U+1F45F,29111,U+1F45F,👟,running shoe,0.6,Objects,clothing,fully-qualified
🫶🏽,U+1FAF6 U+1F3FD,28991,U+1FAF6 U+1F3FD,🫶🏽,heart hands: medium skin tone,14.0,People & Body,hands,fully-qualified
🤦‍♀️,U+1F926 U+200D U+2640 U+FE0F,28856,U+1F926 U+200D U+2640 U+FE0F,🤦‍♀️,woman facepalming,4.0,People & Body,person-gesture,fully-qualified
⌛,U+231B,28852,U+231B,⌛,hourglass done,0.6,Travel & Places,time,fully-qualified
🦈,U+1F988,28726,U+1F988,🦈,shark,3.0,Animals & Nature,animal-marine,fully-qualified
🔞,U+1F51E,28726,U+1F51E,🔞,no one under eighteen,0.6,Symbols,warning,fully-qualified
🤢,U+1F922,28656,U+1F922,🤢,nauseated face,3.0,Smileys & Emotion,face-unwell,fully-qualified
🍌,U+1F34C,28651,U+1F34C,🍌,banana,0.6,Food & Drink,food-fruit,fully-qualified
📹,U+1F4F9,28644,U+1F4F9,📹,video camera,0.6,Objects,light & video,fully-qualified
🐸,U+1F438,28418,U+1F438,🐸,frog,0.6,Animals & Nature,animal-amphibian,fully-qualified
🟠,U+1F7E0,28414,U+1F7E0,🟠,orange circle,12.0,Symbols,geometric,fully-qualified
🚚,U+1F69A,28368,U+1F69A,🚚,delivery truck,0.6,Travel & Places,transport-ground,fully-qualified
⛳,U+26F3,28324,U+26F3,⛳,flag in hole,0.6,Activities,sport,fully-qualified
📓,U+1F4D3,28291,U+1F4D3,📓,notebook,0.6,Objects,book-paper,fully-qualified
📕,U+1F4D5,28218,U+1F4D5,📕,closed book,0.6,Objects,book-paper,fully-qualified
😟,U+1F61F,28214,U+1F61F,😟,worried face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🪖,U+1FA96,28167,U+1FA96,🪖,military helmet,13.0,Objects,clothing,fully-qualified
🥚,U+1F95A,28133,U+1F95A,🥚,egg,3.0,Food & Drink,food-prepared,fully-qualified
🥁,U+1F941,28115,U+1F941,🥁,drum,3.0,Objects,musical-instrument,fully-qualified
🐎,U+1F40E,28086,U+1F40E,🐎,horse,0.6,Animals & Nature,animal-mammal,fully-qualified
🦖,U+1F996,28009,U+1F996,🦖,T-Rex,5.0,Animals & Nature,animal-reptile,fully-qualified
✂️,U+2702 U+FE0F,27972,U+2702 U+FE0F,✂️,scissors,0.6,Objects,office,fully-qualified
🇨🇦,U+1F1E8 U+1F1E6,27874,U+1F1E8 U+1F1E6,🇨🇦,flag: Canada,2.0,Flags,country-flag,fully-qualified
😹,U+1F639,27809,U+1F639,😹,cat with tears of joy,0.6,Smileys & Emotion,cat-face,fully-qualified
⚫,U+26AB,27694,U+26AB,⚫,black circle,0.6,Symbols,geometric,fully-qualified
🪙,U+1FA99,27347,U+1FA99,🪙,coin,13.0,Objects,money,fully-qualified
👈,U+1F448,27267,U+1F448,👈,backhand index pointing left,0.6,People & Body,hand-single-finger,fully-qualified
🏢,U+1F3E2,27235,U+1F3E2,🏢,office building,0.6,Travel & Places,place-building,fully-qualified
🍸,U+1F378,27163,U+1F378,🍸,cocktail glass,0.6,Food & Drink,drink,fully-qualified
🍰,U+1F370,27141,U+1F370,🍰,shortcake,0.6,Food & Drink,food-sweet,fully-qualified
🌧️,U+1F327 U+FE0F,27124,U+1F327 U+FE0F,🌧️,cloud with rain,0.7,Travel & Places,sky & weather,fully-qualified
🫀,U+1FAC0,26967,U+1FAC0,🫀,anatomical heart,13.0,People & Body,body-parts,fully-qualified
😫,U+1F62B,26854,U+1F62B,😫,tired face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🪨,U+1FAA8,26841,U+1FAA8,🪨,rock,13.0,Travel & Places,place-building,fully-qualified
🇯🇵,U+1F1EF U+1F1F5,26744,U+1F1EF U+1F1F5,🇯🇵,flag: Japan,0.6,Flags,country-flag,fully-qualified
🍋,U+1F34B,26617,U+1F34B,🍋,lemon,1.0,Food & Drink,food-fruit,fully-qualified
🍩,U+1F369,26589,U+1F369,🍩,doughnut,0.6,Food & Drink,food-sweet,fully-qualified
⚕️,U+2695 U+FE0F,26574,U+2695 U+FE0F,⚕️,medical symbol,4.0,Symbols,other-symbol,fully-qualified
😓,U+1F613,26535,U+1F613,😓,downcast face with sweat,0.6,Smileys & Emotion,face-concerned,fully-qualified
🍾,U+1F37E,26534,U+1F37E,🍾,bottle with popping cork,1.0,Food & Drink,drink,fully-qualified
🥤,U+1F964,26455,U+1F964,🥤,cup with straw,5.0,Food & Drink,drink,fully-qualified
™️,U+2122 U+FE0F,26449,U+2122 U+FE0F,™️,trade mark,0.6,Symbols,other-symbol,fully-qualified
🧁,U+1F9C1,26422,U+1F9C1,🧁,cupcake,11.0,Food & Drink,food-sweet,fully-qualified
🤷‍♀️,U+1F937 U+200D U+2640 U+FE0F,26401,U+1F937 U+200D U+2640 U+FE0F,🤷‍♀️,woman shrugging,4.0,People & Body,person-gesture,fully-qualified
💣,U+1F4A3,26269,U+1F4A3,💣,bomb,0.6,Objects,tool,fully-qualified
🚌,U+1F68C,26136,U+1F68C,🚌,bus,0.6,Travel & Places,transport-ground,fully-qualified
🐢,U+1F422,26068,U+1F422,🐢,turtle,0.6,Animals & Nature,animal-reptile,fully-qualified
🤌,U+1F90C,26014,U+1F90C,🤌,pinched fingers,13.0,People & Body,hand-fingers-partial,fully-qualified
🏴‍☠️,U+1F3F4 U+200D U+2620 U+FE0F,26011,U+1F3F4 U+200D U+2620 U+FE0F,🏴‍☠️,pirate flag,11.0,Flags,flag,fully-qualified
🟣,U+1F7E3,25865,U+1F7E3,🟣,purple circle,12.0,Symbols,geometric,fully-qualified
🗑️,U+1F5D1 U+FE0F,25849,U+1F5D1 U+FE0F,🗑️,wastebasket,0.7,Objects,office,fully-qualified
🥩,U+1F969,25699,U+1F969,🥩,cut of meat,5.0,Food & Drink,food-prepared,fully-qualified
📄,U+1F4C4,25628,U+1F4C4,📄,page facing up,0.6,Objects,book-paper,fully-qualified
🛏️,U+1F6CF U+FE0F,25563,U+1F6CF U+FE0F,🛏️,bed,0.7,Objects,household,fully-qualified
🦁,U+1F981,25479,U+1F981,🦁,lion,1.0,Animals & Nature,animal-mammal,fully-qualified
⁉️,U+2049 U+FE0F,25445,U+2049 U+FE0F,⁉️,exclamation question mark,0.6,Symbols,punctuation,fully-qualified
♥️,U+2665 U+FE0F,25434,U+2665 U+FE0F,♥️,heart suit,0.6,Activities,game,fully-qualified
➕,U+2795,25418,U+2795,➕,plus,0.6,Symbols,math,fully-qualified
😕,U+1F615,25348,U+1F615,😕,confused face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🇮🇹,U+1F1EE U+1F1F9,25342,U+1F1EE U+1F1F9,🇮🇹,flag: Italy,0.6,Flags,country-flag,fully-qualified
👕,U+1F455,25296,U+1F455,👕,t-shirt,0.6,Objects,clothing,fully-qualified
🤷‍♂️,U+1F937 U+200D U+2642 U+FE0F,25264,U+1F937 U+200D U+2642 U+FE0F,🤷‍♂️,man shrugging,4.0,People & Body,person-gesture,fully-qualified
🩺,U+1FA7A,25185,U+1FA7A,🩺,stethoscope,12.0,Objects,medical,fully-qualified
✋,U+270B,25132,U+270B,✋,raised hand,0.6,People & Body,hand-fingers-open,fully-qualified
😻,U+1F63B,25130,U+1F63B,😻,smiling cat with heart-eyes,0.6,Smileys & Emotion,cat-face,fully-qualified
🧹,U+1F9F9,25119,U+1F9F9,🧹,broom,11.0,Objects,household,fully-qualified
📘,U+1F4D8,25099,U+1F4D8,📘,blue book,0.6,Objects,book-paper,fully-qualified
💊,U+1F48A,25032,U+1F48A,💊,pill,0.6,Objects,medical,fully-qualified
🏝️,U+1F3DD U+FE0F,25018,U+1F3DD U+FE0F,🏝️,desert island,0.7,Travel & Places,place-geographic,fully-qualified
🫶🏾,U+1FAF6 U+1F3FE,24961,U+1FAF6 U+1F3FE,🫶🏾,heart hands: medium-dark skin tone,14.0,People & Body,hands,fully-qualified
🐛,U+1F41B,24943,U+1F41B,🐛,bug,0.6,Animals & Nature,animal-bug,fully-qualified
🏛️,U+1F3DB U+FE0F,24897,U+1F3DB U+FE0F,🏛️,classical building,0.7,Travel & Places,place-building,fully-qualified
🦴,U+1F9B4,24854,U+1F9B4,🦴,bone,11.0,People & Body,body-parts,fully-qualified
🍴,U+1F374,24813,U+1F374,🍴,fork and knife,0.6,Food & Drink,dishware,fully-qualified
🥊,U+1F94A,24810,U+1F94A,🥊,boxing glove,3.0,Activities,sport,fully-qualified
🍳,U+1F373,24730,U+1F373,🍳,cooking,0.6,Food & Drink,food-prepared,fully-qualified
💓,U+1F493,24682,U+1F493,💓,beating heart,0.6,Smileys & Emotion,heart,fully-qualified
🪷,U+1FAB7,24593,U+1FAB7,🪷,lotus,14.0,Animals & Nature,plant-flower,fully-qualified
⬅️,U+2B05 U+FE0F,24545,U+2B05 U+FE0F,⬅️,left arrow,0.6,Symbols,arrow,fully-qualified
💳,U+1F4B3,24379,U+1F4B3,💳,credit card,0.6,Objects,money,fully-qualified
🏅,U+1F3C5,24360,U+1F3C5,🏅,sports medal,1.0,Activities,award-medal,fully-qualified
👊,U+1F44A,24340,U+1F44A,👊,oncoming fist,0.6,People & Body,hand-fingers-closed,fully-qualified
🎇,U+1F387,24313,U+1F387,🎇,sparkler,0.6,Activities,event,fully-qualified
🐔,U+1F414,24233,U+1F414,🐔,chicken,0.6,Animals & Nature,animal-bird,fully-qualified
⚪,U+26AA,24142,U+26AA,⚪,white circle,0.6,Symbols,geometric,fully-qualified
🟩,U+1F7E9,23994,U+1F7E9,🟩,green square,12.0,Symbols,geometric,fully-qualified
🙂‍↔️,U+1F642 U+200D U+2194 U+FE0F,23984,U+1F642 U+200D U+2194 U+FE0F,🙂‍↔️,head shaking horizontally,15.1,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🦊,U+1F98A,23893,U+1F98A,🦊,fox,3.0,Animals & Nature,animal-mammal,fully-qualified
😑,U+1F611,23860,U+1F611,😑,expressionless face,1.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
♾️,U+267E U+FE0F,23700,U+267E U+FE0F,♾️,infinity,11.0,Symbols,math,fully-qualified
🖌️,U+1F58C U+FE0F,23587,U+1F58C U+FE0F,🖌️,paintbrush,0.7,Objects,writing,fully-qualified
🍭,U+1F36D,23580,U+1F36D,🍭,lollipop,0.6,Food & Drink,food-sweet,fully-qualified
🙏🏽,U+1F64F U+1F3FD,23470,U+1F64F U+1F3FD,🙏🏽,folded hands: medium skin tone,1.0,People & Body,hands,fully-qualified
🧩,U+1F9E9,23447,U+1F9E9,🧩,puzzle piece,11.0,Activities,game,fully-qualified
🟦,U+1F7E6,23446,U+1F7E6,🟦,blue square,12.0,Symbols,geometric,fully-qualified
🦷,U+1F9B7,23325,U+1F9B7,🦷,tooth,11.0,People & Body,body-parts,fully-qualified
🌽,U+1F33D,23259,U+1F33D,🌽,ear of corn,0.6,Food & Drink,food-vegetable,fully-qualified
💉,U+1F489,23236,U+1F489,💉,syringe,0.6,Objects,medical,fully-qualified
🇩🇪,U+1F1E9 U+1F1EA,23148,U+1F1E9 U+1F1EA,🇩🇪,flag: Germany,0.6,Flags,country-flag,fully-qualified
✖️,U+2716 U+FE0F,23067,U+2716 U+FE0F,✖️,multiply,0.6,Symbols,math,fully-qualified
⛔,U+26D4,23013,U+26D4,⛔,no entry,0.6,Symbols,warning,fully-qualified
🧟,U+1F9DF,22956,U+1F9DF,🧟,zombie,5.0,People & Body,person-fantasy,fully-qualified
🌭,U+1F32D,22889,U+1F32D,🌭,hot dog,1.0,Food & Drink,food-prepared,fully-qualified
🦉,U+1F989,22600,U+1F989,🦉,owl,3.0,Animals & Nature,animal-bird,fully-qualified
🎞️,U+1F39E U+FE0F,22572,U+1F39E U+FE0F,🎞️,film frames,0.7,Objects,light & video,fully-qualified
🦆,U+1F986,22505,U+1F986,🦆,duck,3.0,Animals & Nature,animal-bird,fully-qualified
🍇,U+1F347,22357,U+1F347,🍇,grapes,0.6,Food & Drink,food-fruit,fully-qualified
⏱️,U+23F1 U+FE0F,22169,U+23F1 U+FE0F,⏱️,stopwatch,1.0,Travel & Places,time,fully-qualified
🍲,U+1F372,21857,U+1F372,🍲,pot of food,0.6,Food & Drink,food-prepared,fully-qualified
