emoji,unicode,count,seq,emoji_from_meta,name,version,category,subgroup,status
🫨,U+1FAE8,21700,U+1FAE8,🫨,shaking face,15.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🪐,U+1FA90,21684,U+1FA90,🪐,ringed planet,12.0,Travel & Places,sky & weather,fully-qualified
👥,U+1F465,21650,U+1F465,👥,busts in silhouette,1.0,People & Body,person-symbol,fully-qualified
🫃,U+1FAC3,21648,U+1FAC3,🫃,pregnant man,14.0,People & Body,person-role,fully-qualified
😥,U+1F625,21633,U+1F625,😥,sad but relieved face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🍝,U+1F35D,21586,U+1F35D,🍝,spaghetti,0.6,Food & Drink,food-asian,fully-qualified
🔹,U+1F539,21584,U+1F539,🔹,small blue diamond,0.6,Symbols,geometric,fully-qualified
🪴,U+1FAB4,21579,U+1FAB4,🪴,potted plant,13.0,Animals & Nature,plant-other,fully-qualified
🌅,U+1F305,21567,U+1F305,🌅,sunrise,0.6,Travel & Places,place-other,fully-qualified
♻️,U+267B U+FE0F,21487,U+267B U+FE0F,♻️,recycling symbol,0.6,Symbols,other-symbol,fully-qualified
🍞,U+1F35E,21387,U+1F35E,🍞,bread,0.6,Food & Drink,food-prepared,fully-qualified
🍅,U+1F345,21305,U+1F345,🍅,tomato,0.6,Food & Drink,food-fruit,fully-qualified
🙁,U+1F641,21241,U+1F641,🙁,slightly frowning face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🍵,U+1F375,21169,U+1F375,🍵,teacup without handle,0.6,Food & Drink,drink,fully-qualified
😖,U+1F616,21164,U+1F616,😖,confounded face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🚬,U+1F6AC,21006,U+1F6AC,🚬,cigarette,0.6,Objects,other-object,fully-qualified
🎾,U+1F3BE,21006,U+1F3BE,🎾,tennis,0.6,Activities,sport,fully-qualified
🔬,U+1F52C,20979,U+1F52C,🔬,microscope,1.0,Objects,science,fully-qualified
🖊️,U+1F58A U+FE0F,20960,U+1F58A U+FE0F,🖊️,pen,0.7,Objects,writing,fully-qualified
🔧,U+1F527,20874,U+1F527,🔧,wrench,0.6,Objects,tool,fully-qualified
🫢,U+1FAE2,20770,U+1FAE2,🫢,face with open eyes and hand over mouth,14.0,Smileys & Emotion,face-hand,fully-qualified
😵,U+1F635,20691,U+1F635,😵,face with crossed-out eyes,0.6,Smileys & Emotion,face-unwell,fully-qualified
🇨🇳,U+1F1E8 U+1F1F3,20676,U+1F1E8 U+1F1F3,🇨🇳,flag: China,0.6,Flags,country-flag,fully-qualified
🇮🇱,U+1F1EE U+1F1F1,20631,U+1F1EE U+1F1F1,🇮🇱,flag: Israel,2.0,Flags,country-flag,fully-qualified
🏰,U+1F3F0,20603,U+1F3F0,🏰,castle,0.6,Travel & Places,place-building,fully-qualified
🫐,U+1FAD0,20593,U+1FAD0,🫐,blueberries,13.0,Food & Drink,food-fruit,fully-qualified
🏐,U+1F3D0,20587,U+1F3D0,🏐,volleyball,1.0,Activities,sport,fully-qualified
🙏🏻,U+1F64F U+1F3FB,20558,U+1F64F U+1F3FB,🙏🏻,folded hands: light skin tone,1.0,People & Body,hands,fully-qualified
📆,U+1F4C6,20528,U+1F4C6,📆,tear-off calendar,0.6,Objects,office,fully-qualified
📁,U+1F4C1,20361,U+1F4C1,📁,file folder,0.6,Objects,office,fully-qualified
🥕,U+1F955,20352,U+1F955,🥕,carrot,3.0,Food & Drink,food-vegetable,fully-qualified
🚢,U+1F6A2,20242,U+1F6A2,🚢,ship,0.6,Travel & Places,transport-water,fully-qualified
🥪,U+1F96A,20241,U+1F96A,🥪,sandwich,5.0,Food & Drink,food-prepared,fully-qualified
🇪🇸,U+1F1EA U+1F1F8,20238,U+1F1EA U+1F1F8,🇪🇸,flag: Spain,0.6,Flags,country-flag,fully-qualified
🥗,U+1F957,20237,U+1F957,🥗,green salad,3.0,Food & Drink,food-prepared,fully-qualified
🚪,U+1F6AA,20152,U+1F6AA,🚪,door,0.6,Objects,household,fully-qualified
🃏,U+1F0CF,20083,U+1F0CF,🃏,joker,0.6,Activities,game,fully-qualified
⤵️,U+2935 U+FE0F,20062,U+2935 U+FE0F,⤵️,right arrow curving down,0.6,Symbols,arrow,fully-qualified
4️⃣,U+0034 U+FE0F U+20E3,20059,U+0034 U+FE0F U+20E3,4️⃣,keycap: 4,0.6,Symbols,keycap,fully-qualified
🍯,U+1F36F,20045,U+1F36F,🍯,honey pot,0.6,Food & Drink,food-sweet,fully-qualified
🔋,U+1F50B,20022,U+1F50B,🔋,battery,0.6,Objects,computer,fully-qualified
💿,U+1F4BF,19935,U+1F4BF,💿,optical disk,0.6,Objects,computer,fully-qualified
🇧🇷,U+1F1E7 U+1F1F7,19929,U+1F1E7 U+1F1F7,🇧🇷,flag: Brazil,2.0,Flags,country-flag,fully-qualified
🐦‍⬛,U+1F426 U+200D U+2B1B,19761,U+1F426 U+200D U+2B1B,🐦‍⬛,black bird,15.0,Animals & Nature,animal-bird,fully-qualified
🐚,U+1F41A,19712,U+1F41A,🐚,spiral shell,0.6,Animals & Nature,animal-marine,fully-qualified
❣️,U+2763 U+FE0F,19570,U+2763 U+FE0F,❣️,heart exclamation,1.0,Smileys & Emotion,heart,fully-qualified
🎣,U+1F3A3,19565,U+1F3A3,🎣,fishing pole,0.6,Activities,sport,fully-qualified
🗒️,U+1F5D2 U+FE0F,19543,U+1F5D2 U+FE0F,🗒️,spiral notepad,0.7,Objects,office,fully-qualified
🌵,U+1F335,19533,U+1F335,🌵,cactus,0.6,Animals & Nature,plant-other,fully-qualified
🪻,U+1FABB,19477,U+1FABB,🪻,hyacinth,15.0,Animals & Nature,plant-flower,fully-qualified
🧼,U+1F9FC,19465,U+1F9FC,🧼,soap,11.0,Objects,household,fully-qualified
🫰,U+1FAF0,19432,U+1FAF0,🫰,hand with index finger and thumb crossed,14.0,People & Body,hand-fingers-partial,fully-qualified
⚜️,U+269C U+FE0F,19384,U+269C U+FE0F,⚜️,fleur-de-lis,1.0,Symbols,other-symbol,fully-qualified
❔,U+2754,19317,U+2754,❔,white question mark,0.6,Symbols,punctuation,fully-qualified
🧱,U+1F9F1,19274,U+1F9F1,🧱,brick,11.0,Travel & Places,place-building,fully-qualified
🎰,U+1F3B0,19224,U+1F3B0,🎰,slot machine,0.6,Activities,game,fully-qualified
🆕,U+1F195,19222,U+1F195,🆕,NEW button,0.6,Symbols,alphanum,fully-qualified
🟨,U+1F7E8,19151,U+1F7E8,🟨,yellow square,12.0,Symbols,geometric,fully-qualified
📽️,U+1F4FD U+FE0F,19132,U+1F4FD U+FE0F,📽️,film projector,0.7,Objects,light & video,fully-qualified
👍🏻,U+1F44D U+1F3FB,19057,U+1F44D U+1F3FB,👍🏻,thumbs up: light skin tone,1.0,People & Body,hand-fingers-closed,fully-qualified
🎹,U+1F3B9,19039,U+1F3B9,🎹,musical keyboard,0.6,Objects,musical-instrument,fully-qualified
🐄,U+1F404,18880,U+1F404,🐄,cow,1.0,Animals & Nature,animal-mammal,fully-qualified
🩶,U+1FA76,18876,U+1FA76,🩶,grey heart,15.0,Smileys & Emotion,heart,fully-qualified
🍟,U+1F35F,18771,U+1F35F,🍟,french fries,0.6,Food & Drink,food-prepared,fully-qualified
🤙,U+1F919,18666,U+1F919,🤙,call me hand,3.0,People & Body,hand-fingers-partial,fully-qualified
🐀,U+1F400,18598,U+1F400,🐀,rat,1.0,Animals & Nature,animal-mammal,fully-qualified
🥞,U+1F95E,18572,U+1F95E,🥞,pancakes,3.0,Food & Drink,food-prepared,fully-qualified
🐣,U+1F423,18510,U+1F423,🐣,hatching chick,0.6,Animals & Nature,animal-bird,fully-qualified
🛸,U+1F6F8,18494,U+1F6F8,🛸,flying saucer,5.0,Travel & Places,transport-air,fully-qualified
🧋,U+1F9CB,18462,U+1F9CB,🧋,bubble tea,13.0,Food & Drink,drink,fully-qualified
📉,U+1F4C9,18426,U+1F4C9,📉,chart decreasing,0.6,Objects,office,fully-qualified
🇰🇷,U+1F1F0 U+1F1F7,18365,U+1F1F0 U+1F1F7,🇰🇷,flag: South Korea,0.6,Flags,country-flag,fully-qualified
🧢,U+1F9E2,18237,U+1F9E2,🧢,billed cap,5.0,Objects,clothing,fully-qualified
🚲,U+1F6B2,18169,U+1F6B2,🚲,bicycle,0.6,Travel & Places,transport-ground,fully-qualified
👂,U+1F442,18080,U+1F442,👂,ear,0.6,People & Body,body-parts,fully-qualified
🍨,U+1F368,18059,U+1F368,🍨,ice cream,0.6,Food & Drink,food-sweet,fully-qualified
🇵🇷,U+1F1F5 U+1F1F7,18032,U+1F1F5 U+1F1F7,🇵🇷,flag: Puerto Rico,2.0,Flags,country-flag,fully-qualified
💢,U+1F4A2,17986,U+1F4A2,💢,anger symbol,0.6,Smileys & Emotion,emotion,fully-qualified
⛄,U+26C4,17959,U+26C4,⛄,snowman without snow,0.6,Travel & Places,sky & weather,fully-qualified
🥛,U+1F95B,17778,U+1F95B,🥛,glass of milk,3.0,Food & Drink,drink,fully-qualified
🦀,U+1F980,17715,U+1F980,🦀,crab,1.0,Animals & Nature,animal-marine,fully-qualified
🧛,U+1F9DB,17658,U+1F9DB,🧛,vampire,5.0,People & Body,person-fantasy,fully-qualified
🏒,U+1F3D2,17632,U+1F3D2,🏒,ice hockey,1.0,Activities,sport,fully-qualified
🙏🏼,U+1F64F U+1F3FC,17586,U+1F64F U+1F3FC,🙏🏼,folded hands: medium-light skin tone,1.0,People & Body,hands,fully-qualified
🩰,U+1FA70,17549,U+1FA70,🩰,ballet shoes,12.0,Objects,clothing,fully-qualified
🙋,U+1F64B,17522,U+1F64B,🙋,person raising hand,0.6,People & Body,person-gesture,fully-qualified
🤦‍♂️,U+1F926 U+200D U+2642 U+FE0F,17459,U+1F926 U+200D U+2642 U+FE0F,🤦‍♂️,man facepalming,4.0,People & Body,person-gesture,fully-qualified
🌍,U+1F30D,17402,U+1F30D,🌍,globe showing Europe-Africa,0.7,Travel & Places,place-map,fully-qualified
🎩,U+1F3A9,17368,U+1F3A9,🎩,top hat,0.6,Objects,clothing,fully-qualified
🎖️,U+1F396 U+FE0F,17313,U+1F396 U+FE0F,🎖️,military medal,0.7,Activities,award-medal,fully-qualified
🍜,U+1F35C,17282,U+1F35C,🍜,steaming bowl,0.6,Food & Drink,food-asian,fully-qualified
🪞,U+1FA9E,17242,U+1FA9E,🪞,mirror,13.0,Objects,household,fully-qualified
💄,U+1F484,17159,U+1F484,💄,lipstick,0.6,Objects,clothing,fully-qualified
⚓,U+2693,17114,U+2693,⚓,anchor,0.6,Travel & Places,transport-water,fully-qualified
♀️,U+2640 U+FE0F,17058,U+2640 U+FE0F,♀️,female sign,4.0,Symbols,gender,fully-qualified
♠️,U+2660 U+FE0F,17026,U+2660 U+FE0F,♠️,spade suit,0.6,Activities,game,fully-qualified
⚰️,U+26B0 U+FE0F,16994,U+26B0 U+FE0F,⚰️,coffin,1.0,Objects,other-object,fully-qualified
🕵️,U+1F575 U+FE0F,16928,U+1F575 U+FE0F,🕵️,detective,0.7,People & Body,person-role,fully-qualified
🏥,U+1F3E5,16925,U+1F3E5,🏥,hospital,0.6,Travel & Places,place-building,fully-qualified
🔓,U+1F513,16847,U+1F513,🔓,unlocked,0.6,Objects,lock,fully-qualified
🏃‍♀️,U+1F3C3 U+200D U+2640 U+FE0F,16845,U+1F3C3 U+200D U+2640 U+FE0F,🏃‍♀️,woman running,4.0,People & Body,person-activity,fully-qualified
😣,U+1F623,16812,U+1F623,😣,persevering face,0.6,Smileys & Emotion,face-concerned,fully-qualified
👄,U+1F444,16774,U+1F444,👄,mouth,0.6,People & Body,body-parts,fully-qualified
🍏,U+1F34F,16771,U+1F34F,🍏,green apple,0.6,Food & Drink,food-fruit,fully-qualified
🔄,U+1F504,16733,U+1F504,🔄,counterclockwise arrows button,1.0,Symbols,arrow,fully-qualified
⛓️,U+26D3 U+FE0F,16713,U+26D3 U+FE0F,⛓️,chains,0.7,Objects,tool,fully-qualified
🐊,U+1F40A,16674,U+1F40A,🐊,crocodile,1.0,Animals & Nature,animal-reptile,fully-qualified
🥸,U+1F978,16663,U+1F978,🥸,disguised face,13.0,Smileys & Emotion,face-hat,fully-qualified
👍🏽,U+1F44D U+1F3FD,16657,U+1F44D U+1F3FD,👍🏽,thumbs up: medium skin tone,1.0,People & Body,hand-fingers-closed,fully-qualified
🏙️,U+1F3D9 U+FE0F,16617,U+1F3D9 U+FE0F,🏙️,cityscape,0.7,Travel & Places,place-other,fully-qualified
🧭,U+1F9ED,16575,U+1F9ED,🧭,compass,11.0,Travel & Places,place-map,fully-qualified
🧘,U+1F9D8,16551,U+1F9D8,🧘,person in lotus position,5.0,People & Body,person-resting,fully-qualified
🌓,U+1F313,16550,U+1F313,🌓,first quarter moon,0.6,Travel & Places,sky & weather,fully-qualified
🧳,U+1F9F3,16512,U+1F9F3,🧳,luggage,11.0,Travel & Places,hotel,fully-qualified
🥃,U+1F943,16508,U+1F943,🥃,tumbler glass,3.0,Food & Drink,drink,fully-qualified
🐧,U+1F427,16501,U+1F427,🐧,penguin,0.6,Animals & Nature,animal-bird,fully-qualified
🚽,U+1F6BD,16460,U+1F6BD,🚽,toilet,0.6,Objects,household,fully-qualified
🏋️,U+1F3CB U+FE0F,16350,U+1F3CB U+FE0F,🏋️,person lifting weights,0.7,People & Body,person-sport,fully-qualified
🪼,U+1FABC,16247,U+1FABC,🪼,jellyfish,15.0,Animals & Nature,animal-marine,fully-qualified
⬛,U+2B1B,16240,U+2B1B,⬛,black large square,0.6,Symbols,geometric,fully-qualified
✊,U+270A,16238,U+270A,✊,raised fist,0.6,People & Body,hand-fingers-closed,fully-qualified
🕹️,U+1F579 U+FE0F,16195,U+1F579 U+FE0F,🕹️,joystick,0.7,Activities,game,fully-qualified
🐷,U+1F437,16185,U+1F437,🐷,pig face,0.6,Animals & Nature,animal-mammal,fully-qualified
🍼,U+1F37C,16164,U+1F37C,🍼,baby bottle,1.0,Food & Drink,drink,fully-qualified
👿,U+1F47F,16155,U+1F47F,👿,angry face with horns,0.6,Smileys & Emotion,face-negative,fully-qualified
🌪️,U+1F32A U+FE0F,16140,U+1F32A U+FE0F,🌪️,tornado,0.7,Travel & Places,sky & weather,fully-qualified
🐬,U+1F42C,16137,U+1F42C,🐬,dolphin,0.6,Animals & Nature,animal-marine,fully-qualified
🍍,U+1F34D,16133,U+1F34D,🍍,pineapple,0.6,Food & Drink,food-fruit,fully-qualified
🤏,U+1F90F,16090,U+1F90F,🤏,pinching hand,12.0,People & Body,hand-fingers-partial,fully-qualified
🏕️,U+1F3D5 U+FE0F,16030,U+1F3D5 U+FE0F,🏕️,camping,0.7,Travel & Places,place-geographic,fully-qualified
☢️,U+2622 U+FE0F,15996,U+2622 U+FE0F,☢️,radioactive,1.0,Symbols,warning,fully-qualified
🌃,U+1F303,15940,U+1F303,🌃,night with stars,0.6,Travel & Places,place-other,fully-qualified
😚,U+1F61A,15905,U+1F61A,😚,kissing face with closed eyes,0.6,Smileys & Emotion,face-affection,fully-qualified
🇵🇭,U+1F1F5 U+1F1ED,15868,U+1F1F5 U+1F1ED,🇵🇭,flag: Philippines,2.0,Flags,country-flag,fully-qualified
👣,U+1F463,15846,U+1F463,👣,footprints,0.6,People & Body,person-symbol,fully-qualified
😿,U+1F63F,15834,U+1F63F,😿,crying cat,0.6,Smileys & Emotion,cat-face,fully-qualified
👮,U+1F46E,15783,U+1F46E,👮,police officer,0.6,People & Body,person-role,fully-qualified
🪶,U+1FAB6,15765,U+1FAB6,🪶,feather,13.0,Animals & Nature,animal-bird,fully-qualified
🧍,U+1F9CD,15740,U+1F9CD,🧍,person standing,12.0,People & Body,person-activity,fully-qualified
🥐,U+1F950,15731,U+1F950,🥐,croissant,3.0,Food & Drink,food-prepared,fully-qualified
🤐,U+1F910,15695,U+1F910,🤐,zipper-mouth face,1.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🇮🇳,U+1F1EE U+1F1F3,15632,U+1F1EE U+1F1F3,🇮🇳,flag: India,2.0,Flags,country-flag,fully-qualified
⬜,U+2B1C,15588,U+2B1C,⬜,white large square,0.6,Symbols,geometric,fully-qualified
🐘,U+1F418,15583,U+1F418,🐘,elephant,0.6,Animals & Nature,animal-mammal,fully-qualified
⌚,U+231A,15549,U+231A,⌚,watch,0.6,Travel & Places,time,fully-qualified
🥈,U+1F948,15535,U+1F948,🥈,2nd place medal,3.0,Activities,award-medal,fully-qualified
😺,U+1F63A,15431,U+1F63A,😺,grinning cat,0.6,Smileys & Emotion,cat-face,fully-qualified
👤,U+1F464,15410,U+1F464,👤,bust in silhouette,0.6,People & Body,person-symbol,fully-qualified
🧿,U+1F9FF,15295,U+1F9FF,🧿,nazar amulet,11.0,Objects,other-object,fully-qualified
5️⃣,U+0035 U+FE0F U+20E3,15255,U+0035 U+FE0F U+20E3,5️⃣,keycap: 5,0.6,Symbols,keycap,fully-qualified
🐼,U+1F43C,15238,U+1F43C,🐼,panda,0.6,Animals & Nature,animal-mammal,fully-qualified
🧺,U+1F9FA,15204,U+1F9FA,🧺,basket,11.0,Objects,household,fully-qualified
🔁,U+1F501,15193,U+1F501,🔁,repeat button,1.0,Symbols,av-symbol,fully-qualified
🐯,U+1F42F,15172,U+1F42F,🐯,tiger face,0.6,Animals & Nature,animal-mammal,fully-qualified
🏹,U+1F3F9,15162,U+1F3F9,🏹,bow and arrow,1.0,Objects,tool,fully-qualified
🐦‍🔥,U+1F426 U+200D U+1F525,15143,U+1F426 U+200D U+1F525,🐦‍🔥,phoenix,15.1,Animals & Nature,animal-bird,fully-qualified
🧨,U+1F9E8,15101,U+1F9E8,🧨,firecracker,11.0,Activities,event,fully-qualified
📬,U+1F4EC,15096,U+1F4EC,📬,open mailbox with raised flag,0.7,Objects,mail,fully-qualified
🇷🇺,U+1F1F7 U+1F1FA,15050,U+1F1F7 U+1F1FA,🇷🇺,flag: Russia,0.6,Flags,country-flag,fully-qualified
👗,U+1F457,15018,U+1F457,👗,dress,0.6,Objects,clothing,fully-qualified
🪵,U+1FAB5,14937,U+1FAB5,🪵,wood,13.0,Travel & Places,place-building,fully-qualified
🥾,U+1F97E,14863,U+1F97E,🥾,hiking boot,11.0,Objects,clothing,fully-qualified
🔌,U+1F50C,14860,U+1F50C,🔌,electric plug,0.6,Objects,computer,fully-qualified
☄️,U+2604 U+FE0F,14763,U+2604 U+FE0F,☄️,comet,1.0,Travel & Places,sky & weather,fully-qualified
⛈️,U+26C8 U+FE0F,14758,U+26C8 U+FE0F,⛈️,cloud with lightning and rain,0.7,Travel & Places,sky & weather,fully-qualified
⛏️,U+26CF U+FE0F,14747,U+26CF U+FE0F,⛏️,pick,0.7,Objects,tool,fully-qualified
🏗️,U+1F3D7 U+FE0F,14702,U+1F3D7 U+FE0F,🏗️,building construction,0.7,Travel & Places,place-building,fully-qualified
🦍,U+1F98D,14686,U+1F98D,🦍,gorilla,3.0,Animals & Nature,animal-mammal,fully-qualified
🚂,U+1F682,14590,U+1F682,🚂,locomotive,1.0,Travel & Places,transport-ground,fully-qualified
⛪,U+26EA,14567,U+26EA,⛪,church,0.6,Travel & Places,place-religious,fully-qualified
🥭,U+1F96D,14461,U+1F96D,🥭,mango,11.0,Food & Drink,food-fruit,fully-qualified
📒,U+1F4D2,14375,U+1F4D2,📒,ledger,0.6,Objects,book-paper,fully-qualified
🪑,U+1FA91,14365,U+1FA91,🪑,chair,12.0,Objects,household,fully-qualified
🏞️,U+1F3DE U+FE0F,14349,U+1F3DE U+FE0F,🏞️,national park,0.7,Travel & Places,place-geographic,fully-qualified
👪,U+1F46A,14328,U+1F46A,👪,family,0.6,People & Body,person-symbol,fully-qualified
👍🏼,U+1F44D U+1F3FC,14317,U+1F44D U+1F3FC,👍🏼,thumbs up: medium-light skin tone,1.0,People & Body,hand-fingers-closed,fully-qualified
🥔,U+1F954,14290,U+1F954,🥔,potato,3.0,Food & Drink,food-vegetable,fully-qualified
🇩🇴,U+1F1E9 U+1F1F4,14239,U+1F1E9 U+1F1F4,🇩🇴,flag: Dominican Republic,2.0,Flags,country-flag,fully-qualified
▪️,U+25AA U+FE0F,14233,U+25AA U+FE0F,▪️,black small square,0.6,Symbols,geometric,fully-qualified
🌾,U+1F33E,14206,U+1F33E,🌾,sheaf of rice,0.6,Animals & Nature,plant-other,fully-qualified
😶‍🌫️,U+1F636 U+200D U+1F32B U+FE0F,14158,U+1F636 U+200D U+1F32B U+FE0F,😶‍🌫️,face in clouds,13.1,Smileys & Emotion,face-neutral-skeptical,fully-qualified
😶,U+1F636,14134,U+1F636,😶,face without mouth,1.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
♿,U+267F,14125,U+267F,♿,wheelchair symbol,0.6,Symbols,transport-sign,fully-qualified
🦠,U+1F9A0,14115,U+1F9A0,🦠,microbe,11.0,Animals & Nature,animal-bug,fully-qualified
⭕,U+2B55,14101,U+2B55,⭕,hollow red circle,0.6,Symbols,other-symbol,fully-qualified
🕰️,U+1F570 U+FE0F,14084,U+1F570 U+FE0F,🕰️,mantelpiece clock,0.7,Travel & Places,time,fully-qualified
🍣,U+1F363,14027,U+1F363,🍣,sushi,0.6,Food & Drink,food-asian,fully-qualified
👨,U+1F468,13989,U+1F468,👨,man,0.6,People & Body,person,fully-qualified
🅱️,U+1F171 U+FE0F,13979,U+1F171 U+FE0F,🅱️,B button (blood type),0.6,Symbols,alphanum,fully-qualified
🥥,U+1F965,13978,U+1F965,🥥,coconut,5.0,Food & Drink,food-fruit,fully-qualified
👩,U+1F469,13976,U+1F469,👩,woman,0.6,People & Body,person,fully-qualified
👓,U+1F453,13957,U+1F453,👓,glasses,0.6,Objects,clothing,fully-qualified
🕶️,U+1F576 U+FE0F,13749,U+1F576 U+FE0F,🕶️,sunglasses,0.7,Objects,clothing,fully-qualified
🔜,U+1F51C,13719,U+1F51C,🔜,SOON arrow,0.6,Symbols,arrow,fully-qualified
😸,U+1F638,13704,U+1F638,😸,grinning cat with smiling eyes,0.6,Smileys & Emotion,cat-face,fully-qualified
🔐,U+1F510,13659,U+1F510,🔐,locked with key,0.6,Objects,lock,fully-qualified
🎗️,U+1F397 U+FE0F,13638,U+1F397 U+FE0F,🎗️,reminder ribbon,0.7,Activities,event,fully-qualified
📗,U+1F4D7,13620,U+1F4D7,📗,green book,0.6,Objects,book-paper,fully-qualified
🙌🏾,U+1F64C U+1F3FE,13610,U+1F64C U+1F3FE,🙌🏾,raising hands: medium-dark skin tone,1.0,People & Body,hands,fully-qualified
📻,U+1F4FB,13548,U+1F4FB,📻,radio,0.6,Objects,music,fully-qualified
🌡️,U+1F321 U+FE0F,13490,U+1F321 U+FE0F,🌡️,thermometer,0.7,Travel & Places,sky & weather,fully-qualified
🐠,U+1F420,13465,U+1F420,🐠,tropical fish,0.6,Animals & Nature,animal-marine,fully-qualified
🦎,U+1F98E,13421,U+1F98E,🦎,lizard,3.0,Animals & Nature,animal-reptile,fully-qualified
🇺🇦,U+1F1FA U+1F1E6,13313,U+1F1FA U+1F1E6,🇺🇦,flag: Ukraine,2.0,Flags,country-flag,fully-qualified
☔,U+2614,13264,U+2614,☔,umbrella with rain drops,0.6,Travel & Places,sky & weather,fully-qualified
🪓,U+1FA93,13245,U+1FA93,🪓,axe,12.0,Objects,tool,fully-qualified
⛵,U+26F5,13243,U+26F5,⛵,sailboat,0.6,Travel & Places,transport-water,fully-qualified
🚘,U+1F698,13241,U+1F698,🚘,oncoming automobile,0.7,Travel & Places,transport-ground,fully-qualified
🥬,U+1F96C,13213,U+1F96C,🥬,leafy green,11.0,Food & Drink,food-vegetable,fully-qualified
📩,U+1F4E9,13131,U+1F4E9,📩,envelope with arrow,0.6,Objects,mail,fully-qualified
⏲️,U+23F2 U+FE0F,13116,U+23F2 U+FE0F,⏲️,timer clock,1.0,Travel & Places,time,fully-qualified
🛥️,U+1F6E5 U+FE0F,13099,U+1F6E5 U+FE0F,🛥️,motor boat,0.7,Travel & Places,transport-water,fully-qualified
🥜,U+1F95C,13078,U+1F95C,🥜,peanuts,3.0,Food & Drink,food-vegetable,fully-qualified
🤧,U+1F927,13074,U+1F927,🤧,sneezing face,3.0,Smileys & Emotion,face-unwell,fully-qualified
🏷️,U+1F3F7 U+FE0F,13049,U+1F3F7 U+FE0F,🏷️,label,0.7,Objects,book-paper,fully-qualified
🥉,U+1F949,13038,U+1F949,🥉,3rd place medal,3.0,Activities,award-medal,fully-qualified
👺,U+1F47A,13022,U+1F47A,👺,goblin,0.6,Smileys & Emotion,face-costume,fully-qualified
👷,U+1F477,13011,U+1F477,👷,construction worker,0.6,People & Body,person-role,fully-qualified
🌚,U+1F31A,12996,U+1F31A,🌚,new moon face,1.0,Travel & Places,sky & weather,fully-qualified
🏦,U+1F3E6,12985,U+1F3E6,🏦,bank,0.6,Travel & Places,place-building,fully-qualified
🗝️,U+1F5DD U+FE0F,12929,U+1F5DD U+FE0F,🗝️,old key,0.7,Objects,lock,fully-qualified
☮️,U+262E U+FE0F,12918,U+262E U+FE0F,☮️,peace symbol,1.0,Symbols,religion,fully-qualified
🚙,U+1F699,12910,U+1F699,🚙,sport utility vehicle,0.6,Travel & Places,transport-ground,fully-qualified
👍🏾,U+1F44D U+1F3FE,12887,U+1F44D U+1F3FE,👍🏾,thumbs up: medium-dark skin tone,1.0,People & Body,hand-fingers-closed,fully-qualified
🐴,U+1F434,12875,U+1F434,🐴,horse face,0.6,Animals & Nature,animal-mammal,fully-qualified
🫟,U+1FADF,12835,U+1FADF,🫟,splatter,16.0,Symbols,other-symbol,fully-qualified
🎼,U+1F3BC,12828,U+1F3BC,🎼,musical score,0.6,Objects,music,fully-qualified
🦜,U+1F99C,12802,U+1F99C,🦜,parrot,11.0,Animals & Nature,animal-bird,fully-qualified
🗞️,U+1F5DE U+FE0F,12794,U+1F5DE U+FE0F,🗞️,rolled-up newspaper,0.7,Objects,book-paper,fully-qualified
🛫,U+1F6EB,12757,U+1F6EB,🛫,airplane departure,1.0,Travel & Places,transport-air,fully-qualified
👆,U+1F446,12744,U+1F446,👆,backhand index pointing up,0.6,People & Body,hand-single-finger,fully-qualified
🌬️,U+1F32C U+FE0F,12735,U+1F32C U+FE0F,🌬️,wind face,0.7,Travel & Places,sky & weather,fully-qualified
🕒,U+1F552,12689,U+1F552,🕒,three o’clock,0.6,Travel & Places,time,fully-qualified
🥒,U+1F952,12675,U+1F952,🥒,cucumber,3.0,Food & Drink,food-vegetable,fully-qualified
🎺,U+1F3BA,12649,U+1F3BA,🎺,trumpet,0.6,Objects,musical-instrument,fully-qualified
🐞,U+1F41E,12617,U+1F41E,🐞,lady beetle,0.6,Animals & Nature,animal-bug,fully-qualified
🎻,U+1F3BB,12541,U+1F3BB,🎻,violin,0.6,Objects,musical-instrument,fully-qualified
🧙,U+1F9D9,12520,U+1F9D9,🧙,mage,5.0,People & Body,person-fantasy,fully-qualified
🏌️,U+1F3CC U+FE0F,12482,U+1F3CC U+FE0F,🏌️,person golfing,0.7,People & Body,person-sport,fully-qualified
📃,U+1F4C3,12458,U+1F4C3,📃,page with curl,0.6,Objects,book-paper,fully-qualified
🛋️,U+1F6CB U+FE0F,12330,U+1F6CB U+FE0F,🛋️,couch and lamp,0.7,Objects,household,fully-qualified
🥷🏿,U+1F977 U+1F3FF,12311,U+1F977 U+1F3FF,🥷🏿,ninja: dark skin tone,13.0,People & Body,person-role,fully-qualified
🐿️,U+1F43F U+FE0F,12252,U+1F43F U+FE0F,🐿️,chipmunk,0.7,Animals & Nature,animal-mammal,fully-qualified
🥑,U+1F951,12248,U+1F951,🥑,avocado,3.0,Food & Drink,food-vegetable,fully-qualified
